"","rab.all","rab.win.0","rab.win.1","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
"DICER1-AS1",-9.8041490046735,-9.26475680855192,-10.9692482446859,-1.63553766744331,1.44950913562857,-1.08300634609003,0.121866671901414,9.11209122446896e-08,1.56615577643583e-07,7.45424359380589e-08,1.25052443852196e-07
"DIDO1",-4.7400975106632,-4.19769796242313,-5.78594034768251,-1.56586934614025,1.01247577123217,-1.44631562662056,0.0591842292642372,8.9160068714965e-11,2.40973739593987e-10,3.9472669722674e-11,9.79754813269766e-11
"DIEXF",-6.42897984689037,-5.87733356339685,-7.16698633023927,-1.2407210710363,1.15534735541671,-1.03465111772802,0.115702484900332,6.37342554425262e-08,1.11540292961441e-07,2.10646400865311e-08,3.71999883214222e-08
"DIMT1",-6.92632790511109,-6.31986120792991,-7.85637305782315,-1.48892643939152,0.926387929783672,-1.49513401919196,0.0602666781694642,9.66991568089597e-12,3.35548689491507e-11,5.00615776732187e-11,1.21389870986371e-10
"DIO1",-11.2131623864507,-4.89005470666029,-12.7382290481036,-7.34613872863378,3.51105779024704,-1.65709716271366,0.107466672729483,2.11329157490987e-10,5.07753213288517e-10,1.66526012511015e-08,2.94770685674157e-08
"DIO2",-9.42293836738223,-7.47876901785989,-10.3723964635645,-2.57367750406785,3.45757741198777,-0.675532193228984,0.22133333572876,0.000374859634043502,0.000505458568822618,0.000148769185222516,0.000203714264663159
"DIO3",-13.391576676478,-12.4988485678833,-14.6966836270198,-2.24468739625661,2.43820953154101,-0.833479218561821,0.150626503643579,5.07085574032129e-05,7.04201386757868e-05,1.70220890373046e-06,2.57757016447829e-06
"DIO3OS",-15.2924327597923,-14.8395038921384,-15.8898012873999,-0.873651992662331,3.29244778338473,-0.212938958614194,0.386133334045008,0.299663888436875,0.335006715937409,0.159550659650887,0.181774119727585
"DIP2A",-6.04241624667225,-5.58522068991101,-6.96951909560272,-1.31040742590967,1.04501337198522,-1.15040877910131,0.126400005012372,2.18953798604367e-08,4.01407214674178e-08,7.97220950415922e-08,1.34462471501848e-07
"DIP2B",-5.51892567085445,-4.86931656844121,-6.11336165927862,-1.25020127909044,1.32625737283559,-0.899499009689935,0.150093312512559,1.45242906468036e-06,2.2790162875632e-06,5.75743971307458e-07,9.13836348671271e-07
"DIP2C",-5.34465184613769,-4.35623785023576,-6.35211621849642,-1.81035089126861,1.28185432642293,-1.31069355883324,0.0861333411227049,2.31952166455956e-10,5.7193452092393e-10,1.2288531578687e-09,2.45379511361371e-09
"DIRAS1",-9.70772225769026,-7.19749189117042,-13.793674884237,-6.25342764540864,2.12043069273862,-2.74472408501346,0.0170667093154389,8.35158383425537e-18,3.72392315475751e-16,1.71847223666485e-14,1.20852451907591e-13
"DIRAS2",-8.45823573458241,-8.6653061356587,-7.86043781741344,0.884535765825877,2.09029089014187,0.347069033627708,0.327466667827282,0.36253706009273,1,0.0235633813766282,0.895187021446533
"DIRAS3",-8.97528396561465,-7.19351419859335,-11.6112015950201,-4.22479935017704,1.93454107707747,-2.05866461057763,0.0479872180627266,4.65295480613846e-14,3.76270714302189e-13,6.54184877469581e-12,1.88830769433061e-11
"DIRC2",-6.78285466842924,-5.88545251163021,-8.30427944467893,-2.47396476562508,1.07360647441963,-2.20409180804108,0.0295921330263489,1.13462219673347e-14,1.21053537363942e-13,2.16191320018983e-13,9.63486081913499e-13
"DIRC3",-11.1057606753772,-11.0711587626946,-11.3013338156482,-0.285799179795146,1.63583861608717,-0.159352898951463,0.44094908059996,0.337889579338656,0.381120223267901,0.412066916011199,0.459881156004339
"DIS3",-5.52592556562657,-4.97710809462714,-6.57777649447875,-1.66824598743991,1.06303999458126,-1.50533796475925,0.0207944896588016,1.00349015596446e-11,3.48429331165715e-11,5.29120038916137e-14,2.95973328980585e-13
"DIS3L",-5.83095667883887,-5.24286673633464,-7.07525027790999,-1.71099866303397,0.99064572928298,-1.63382998492602,0.0453333488972659,7.56420414662492e-12,2.72710040019511e-11,4.91040228879942e-12,1.45517966196034e-11
"DIS3L2",-6.57095027317773,-5.93528173710726,-7.61269574922334,-1.62957354252371,0.869374684099224,-1.71430279178141,0.044533349191445,2.64952254970578e-12,1.10580633494257e-11,5.60357989882664e-12,1.62723391809534e-11
"DISC1",-14.8382212165894,-14.8269766086183,-14.8593700837203,-0.075124439839561,2.37600285752801,-0.0235182884954241,0.485737136848074,0.842777341162925,0.877133767677384,0.789512173581032,0.828087544352618
"DISP1",-6.38210044512173,-5.6564426915249,-7.66736438569652,-1.92685816584226,1.01776976517719,-1.72007158215601,0.054666679433214,2.97034884291915e-12,1.22161721425324e-11,2.04305875523252e-11,5.33508239574578e-11
"DISP2",-10.6299040472092,-10.7172569227993,-10.4944360426696,-0.113362723685951,2.30040131250067,-0.0456283847976262,0.478005865233158,0.947888797529383,0.984561720246368,0.766941416112577,0.834167318328702
"DIXDC1",-5.19444732482335,-4.93351469416589,-6.45010561415131,-1.49039882981421,1.19908301298628,-1.09737703708256,0.133066671378917,3.0859576020349e-08,5.57359990812827e-08,1.55064192711851e-07,2.55940807811044e-07
"DKC1",-5.78858140366119,-5.10323175311316,-6.60987374092585,-1.52507492321523,0.954322662125572,-1.59126330717966,0.0549187010471575,3.10546337606746e-11,9.40107940323376e-11,2.34100570379273e-11,6.05018954918657e-11
"DKFZP434A062",-15.2426951321864,-14.482307319464,-16.6511999671192,-2.18651394550031,2.66613626627524,-0.734978797735336,0.179200003231136,0.000114411685631056,0.000154750226452966,3.89204254893109e-05,5.3651435221084e-05
"DKFZP434I0714",-9.19284130953974,-8.46857565315424,-10.306800022827,-2.14409506007298,1.48182350237987,-1.36890947885704,0.0522527459920186,2.89557957575549e-11,8.73246874102078e-11,2.49482664121365e-11,6.33507373079225e-11
"DKFZP434K028",-15.5215902388021,-14.9580789899902,-16.0850232331663,-0.895176656080653,3.4253541349062,-0.21982470736636,0.372167422830867,0.303399152371191,0.338148552008437,0.12024904566829,0.137745046707194
"DKFZP564C196",-11.8521825812784,-11.2005190052551,-12.9299397647532,-1.71094343857386,1.52248807859971,-1.04166510743498,0.15093333736865,6.85336068705669e-07,1.09035163717936e-06,1.2305485447729e-06,1.89253727554188e-06
"DKFZP586I1420",-7.16461375800494,-6.39301293327054,-8.20643467814376,-1.6997037749251,0.991912008022804,-1.58849876991225,0.050919768491452,1.97992945301747e-12,8.60938727260022e-12,1.63393452750705e-11,4.31822043073072e-11
"DKFZP686I15217",-9.15373496379792,-8.72963041460963,-9.89387806992413,-1.03216672665134,1.13090746134776,-0.845684104984808,0.165866670244511,3.41549428594385e-06,5.20570539044339e-06,3.37908973442227e-06,5.07010383442658e-06
"DKFZp434J0226",-15.7625028523504,-15.4156691289566,-16.2654562393445,-0.570986613621191,3.18672698809505,-0.155484021499192,0.419621434772883,0.38691111169363,0.426371938704006,0.329017168467433,0.365113463145869
"DKFZp451B082",-15.2823785202306,-14.4214252733159,-16.2819918458969,-1.90403372539727,2.26021933860389,-0.757973328154605,0.158091179490148,0.000165268618913254,0.000218743266285352,1.48697812982733e-05,2.07559780088547e-05
"DKFZp566F0947",-14.7335000253604,-13.8625163450719,-15.7487050386661,-1.88323773628496,2.10825743013724,-0.812373674192404,0.162090112988118,9.00076221153219e-05,0.0001210566457902,1.31551946126547e-05,1.8229008429188e-05
"DKFZp686D0853",-14.472462436442,-11.823686530412,-16.14616413899,-4.0997700258067,3.65575515827454,-1.02211351353007,0.129032262952169,1.35756993379944e-06,1.98852085194579e-06,2.92758881838882e-07,4.62711203230406e-07
"DKFZp686O1327",-10.9981636496121,-10.6016174729548,-11.9528128284174,-1.14171197976315,2.44721478156513,-0.435548532894985,0.310133334648047,0.00780879957033661,0.00975508176863047,0.0112338589787667,0.0138009510259902
"DKFZp779M0652",-13.5791791366995,-13.0340896942863,-14.0010777166913,-0.9823642265667,1.85272003419428,-0.443132644689588,0.280725141570644,0.0427231955309629,0.0501465523926593,0.00518933610093982,0.00640776960702794
"DKK1",-12.0396840914298,-11.3641424864363,-12.5144646525785,-1.20722289119031,2.65410537235261,-0.418416215514121,0.308800001327099,0.0107344448225069,0.0132892739375483,0.0103348709305207,0.0126848629480044
"DKK2",-11.647676852222,-10.8639632218883,-12.623434985337,-1.51051068364537,3.35529508858402,-0.42581617965952,0.315115970343373,0.0224157963426135,0.0272581518987257,0.0134622177296699,0.016466468689706
"DKK3",-4.91105619574181,-4.51346407474202,-5.99037063759015,-1.28986850067344,1.66209635368874,-0.717032330281851,0.234933335518112,0.000138651983957346,0.000191817648544986,0.000310544557933756,0.000417908957775429
"DKKL1",-13.9778648774689,-13.0049917067983,-15.6229752694464,-2.54216043677711,2.01663291931686,-1.16214963879498,0.0954666736068999,1.14262126344493e-05,1.57178178938054e-05,1.79468027296401e-08,3.06138723840946e-08
"DLAT",-4.67924087384638,-4.18046732979203,-6.27974962161424,-2.24557642012053,1.10343823981286,-2.07899146733566,0.00773342836789596,9.44084186632588e-14,6.76470692310024e-13,1.02833831051354e-15,1.52236983265549e-14
"DLC1",-4.71924876992811,-3.95113638470472,-6.02752631573026,-1.97306036805323,1.39539957656134,-1.2736719378245,0.0903759071380086,1.36107114611395e-09,2.92261302303931e-09,1.74866210822874e-09,3.43026830900323e-09
"DLD",-3.84067828047866,-2.97506354867059,-5.47681746521848,-2.61018069503752,1.01522554732855,-2.53922680007632,0.00293358503549363,1.69666040643182e-15,2.72274202543469e-14,1.21693239087874e-16,4.50378052513388e-15
"DLEC1",-11.5509202505679,-10.9674824669349,-12.7566056233634,-1.84227289735182,1.67199027127114,-1.01724482091864,0.128800004900839,2.87147119556428e-07,4.71445965133728e-07,1.6655480753474e-07,2.70071259119624e-07
"DLEU1",-8.45220233534848,-8.13110210847572,-9.01107707732376,-0.830445218047181,0.918793716542161,-0.815041422031628,0.191733336280268,1.03994329939963e-05,1.53680839129611e-05,1.74028017418492e-05,2.50690483232039e-05
"DLEU2",-11.1205408312906,-10.9529890992396,-11.5735700674,-0.501678287874743,1.19957593929803,-0.37310538274773,0.350400000973683,0.0407245959628374,0.0487064325562402,0.0498396879134761,0.0588111276403644
"DLEU2L",-12.1854622804782,-11.8713695204238,-12.6319422806241,-0.679539088566056,1.31409159674869,-0.465033700337578,0.303918956317754,0.0124095556701749,0.0152066997515208,0.0105912781466888,0.0129236295692616
"DLEU7",-13.8658798566495,-13.7179644415182,-14.1776300929143,-0.436788908015012,2.37569123243042,-0.160114126900296,0.420687817064117,0.389120943177652,0.432464527028709,0.350456022583779,0.391915442965293
"DLG1",-4.90672261520017,-3.99412028342934,-5.85328120812282,-1.9118122648238,1.10619838372392,-1.81026746659523,0.0160000455430211,1.17420065643312e-12,5.58407636584633e-12,1.58800544943374e-14,1.14490607239444e-13
"DLG2",-9.16037208287734,-7.3668839948352,-11.0198076772879,-3.67001407880196,1.76861829603424,-2.02399243009526,0.0173287543132387,1.01510795532004e-15,1.7464414395869e-14,2.0422479562703e-14,1.36027384555424e-13
"DLG3",-5.60662909661194,-4.80329796730793,-6.86045282196272,-2.04997472990876,1.07822752130081,-1.82899083069848,0.0192000378247227,1.00009703855184e-14,1.10246475142271e-13,2.04550844216471e-14,1.38894342471886e-13
"DLG4",-7.6783811827597,-7.31117898718423,-8.64370507527548,-1.26416294070284,1.15608502131479,-1.04963318205776,0.138400004492445,2.07398830900851e-07,3.46924192634183e-07,5.71612940800171e-07,9.05107014726035e-07
"DLG5",-5.85289420333869,-5.35590173083403,-6.55166780428261,-1.2329562994176,1.09446282172547,-1.02922276606276,0.146133337534757,2.81591846033828e-07,4.66719891955311e-07,5.23428657505762e-07,8.32982755159699e-07
"DLGAP1",-10.1006182310992,-8.64780438512822,-12.7620894300508,-4.1734546944457,2.64085531631168,-1.51659361039827,0.0677152860655109,8.53039802410728e-11,2.30266623589297e-10,1.41466575796612e-10,3.19189988044788e-10
"DLGAP2",-12.7279556560426,-9.45044813348434,-14.4746252368162,-4.96855426454045,2.10204647331457,-2.28575691550007,0.0047988738588926,3.13611453935254e-17,5.95159427160746e-16,1.70174364409874e-15,1.35968088746119e-14
"DLGAP3",-10.8523181998054,-10.0352639893205,-12.8531002619804,-2.86021507554537,1.39550108516801,-1.94151317270201,0.0127966446806873,6.49819238864811e-15,6.49610547320879e-14,1.13276856204431e-14,7.81342108034858e-14
"DLGAP4",-4.88013777587375,-4.61517318776559,-5.53550346784167,-0.892068458227423,0.826763494823448,-0.960319427074262,0.15702479722501,9.47592182695663e-07,1.50729762831045e-06,1.17919435200176e-06,1.83138441126915e-06
"DLGAP5",-11.320986169494,-12.0307303326868,-10.4629338876531,1.2844446843274,2.11909299540542,0.494097671298144,0.268728340852159,0.0183892475973924,0.746961818044102,0.00184062272832659,0.122450349429657
"DLK1",-15.3955731390841,-10.8693374760861,-17.1606779624964,-5.77229612239916,5.20752827400133,-0.989421145232595,0.162090112988118,1.5380602084874e-05,2.11411293121004e-05,6.58963769082939e-06,9.45932613673528e-06
"DLK2",-12.5690097179098,-12.6831481926591,-11.9706665729567,0.515496585607989,1.7031629756401,0.277848000723028,0.390400000682263,0.054135719427487,0.954658017391409,0.168823111728197,0.99747901102201
"DLL1",-7.39367911663434,-6.92958478425762,-8.58240428924413,-1.44630386688861,1.53368578941215,-0.836360398523166,0.210400002582509,3.26211208302369e-05,4.67965413878012e-05,8.99951863924194e-05,0.000124734101943746
"DLL3",-15.7198102588301,-15.2241951795131,-16.3730232889922,-1.15096274970129,2.96752788916627,-0.331704407001469,0.32657957994658,0.0677709069225284,0.0783708033474929,0.040569218992814,0.0475378058644652
"DLL4",-6.06689046431839,-6.43659299440417,-5.7521390303241,0.703732633942539,1.57775688080906,0.435297072051189,0.294133334802311,0.0164294306405961,0.708569318349203,0.00762855056079966,0.383595128545082
"DLST",-3.86310936873998,-3.24937928272504,-5.7709995021182,-2.45150155172473,1.03966033429572,-2.25519398327902,0.0149333821839348,3.60448989357821e-14,3.10627484255798e-13,6.19275856143228e-15,5.63925386710205e-14
"DLX1",-13.6969107889836,-14.9374410240632,-12.5484298999307,2.551153554506,2.76122500289443,0.859490307297007,0.127733338283237,2.35955524935267e-05,0.00328417275178202,2.49477765204453e-07,6.47936468691977e-05
"DLX2",-15.2895463765659,-15.8962600685749,-14.9176060409781,1.32048472870485,3.26961276835345,0.347110435112556,0.324713410941053,0.0366935987708536,0.717872098403988,0.0307716379862192,0.659418197171621
"DLX3",-12.5114297098648,-11.446114370702,-14.4439970903594,-3.1619683255351,2.70223906680047,-1.16235082494978,0.0783791075493507,1.79184915931759e-07,2.73670725153512e-07,1.48898908110897e-09,2.86609150456931e-09
"DLX4",-12.8717128060184,-13.2817701291966,-12.3719229863926,0.908706145272566,1.68256094528009,0.498736950615372,0.279466668289173,0.0106463093859607,0.437263373551815,0.00400844032984192,0.20527956115036
"DLX5",-12.0824379485715,-12.8617505458441,-10.9235549291106,2.03855858188908,1.80236486278628,0.984796832780438,0.113303124867478,5.84144856753443e-05,0.00609825671168458,4.48181514842716e-08,1.48461375705814e-05
"DLX6",-14.246824620586,-14.7121308470178,-13.7397926798989,1.16200896212594,2.50906408362099,0.403425138990793,0.306933334677906,0.00569903366987573,0.300882328538692,0.0128921076021603,0.478233750678469
"DLX6-AS1",-14.9983653690496,-15.0767079482761,-14.898780015661,0.306536844875549,2.91237820754865,0.0923110122862458,0.454933333602582,0.532171669169742,0.990538147237833,0.542426842136833,0.992503530925895
"DMAP1",-6.33163798410029,-5.7030080386723,-7.11089108654082,-1.30408939012574,0.847063080562607,-1.51246532796258,0.0496000141548742,8.49924202790828e-12,3.0064815435766e-11,4.57462683113866e-12,1.36087561763788e-11
"DMBT1",-13.5029097877531,-13.3348631619608,-13.7819733252107,-0.426477248148085,2.98242169985502,-0.131734628926596,0.435083977997046,0.296005958880477,0.334591511979077,0.381968663492121,0.426560769709782
"DMC1",-12.0794810349483,-11.7383736387211,-12.6101295630114,-0.972432498321657,1.74400333442038,-0.492661403535978,0.285257266288946,0.00503198377539747,0.0063288584729199,0.00478923245859409,0.00598063375150121
"DMD",-6.30084227190463,-5.95440996312649,-7.41581088520126,-1.34517155160177,1.3889499475285,-0.915490298273538,0.16373333697163,2.14748481675132e-06,3.33001281195766e-06,1.66359605329588e-06,2.55664810179778e-06
"DMGDH",-4.88374542536724,-3.53152348286291,-6.35156203292008,-2.60115992918765,1.89914773125276,-1.30396301816243,0.0514666802783505,4.36666986521789e-07,6.98797429245353e-07,1.15284157434088e-11,3.15488195161132e-11
"DMKN",-6.26526897195611,-5.47517302221336,-8.16588702734088,-2.76104412002767,2.09228900218361,-1.23239802843489,0.0488000144003533,7.94173280362445e-09,1.52929242591444e-08,7.49808062791535e-12,2.13272746948156e-11
"DMP1",-15.6906342083881,-16.1304379028676,-15.0793980843924,1.1599032464564,2.84895032139034,0.341282028675378,0.323200001197421,0.0904755742194096,0.791022065444954,0.045849029777208,0.685276492081728
"DMPK",-6.43963174016939,-5.82952248137097,-7.66041340144926,-1.70075257628098,1.24925670559657,-1.2936495405836,0.0794666751833783,6.94649895341231e-10,1.56481874060305e-09,8.14120924912715e-10,1.65818547293316e-09
"DMRT2",-7.7297166857917,-5.34524663197104,-15.4608450473553,-10.0515706308288,2.6433130990877,-3.64067984708439,0.0117333957138652,4.81712745948182e-13,1.30216454425814e-12,2.42906199133211e-15,2.80599993316335e-14
"DMRTA1",-8.29244237193191,-7.5459320680486,-9.46506439650889,-1.84391787576738,1.50241042719113,-1.16686559526267,0.0970666734775508,3.12237608118523e-08,5.62902551834395e-08,6.12291725183047e-09,1.13193449558914e-08
"DMRTA2",-16.2511546577194,-15.3228235488672,-16.9853505509726,-1.60402974423964,3.40265515515121,-0.410805629037736,0.298666668090636,0.0881362279598146,0.101423684003911,0.018460460853104,0.0220127009229279
"DMTF1",-6.14423888612669,-5.80113214427859,-6.77119720695786,-0.969972976334191,1.1637025710494,-0.735576265588536,0.205066669347034,4.54910858538642e-05,6.47050132100157e-05,5.0184033982621e-05,7.06061228295085e-05
"DMWD",-6.45991734785741,-5.96074753877915,-7.42647493603595,-1.46792625330172,0.827025393322471,-1.63384639116723,0.0495867910108233,8.23855523630914e-12,2.92826209778382e-11,9.75727908331652e-12,2.69325952431176e-11
"DMXL1",-4.78609924464653,-3.82156057604044,-5.9536165359885,-2.02805395525469,1.36591509841779,-1.47866844781677,0.0442548813237253,5.20068045961503e-11,1.48853227624257e-10,4.12700520766074e-12,1.24777073687245e-11
"DMXL2",-5.88549729893992,-5.25684432893871,-6.91071298928886,-1.69123009552291,1.27042093896553,-1.24155539227038,0.093841649301031,3.85611569143141e-09,7.7540602196675e-09,4.52819899951446e-09,8.50032016592681e-09
"DNA2",-10.1746287787109,-10.0565774957311,-10.4156060758324,-0.482626382599403,1.72117735701608,-0.266634617893866,0.397333333968508,0.0927237041136708,0.108817349971443,0.177062180810134,0.202451153300758
"DNAAF1",-10.8416590112058,-10.2523916779072,-12.3743651943482,-1.94179656128816,1.67332370304802,-1.06488777561776,0.11626667219952,3.32283612090795e-07,5.44732821275028e-07,6.56852424537906e-08,1.1072415094382e-07
"DNAAF2",-7.69948491748816,-6.62497879193544,-8.82479378519685,-2.14879152384399,1.11843220846249,-1.97791024900487,0.0178667073714691,6.1757923696795e-14,4.7352529334696e-13,1.25299390603035e-14,9.35915820275314e-14
"DNAH1",-8.13742283251309,-8.00518804822977,-8.48843205011869,-0.480012287389725,1.75978643110847,-0.259548965611429,0.391733334006475,0.133298592368916,0.154933467829209,0.153588536016159,0.176419816908234
"DNAH10",-9.12706177735779,-7.97422046887806,-10.4067851533007,-2.36252499335428,1.26203461062463,-1.75405689355197,0.02665958446099,5.94333197097615e-14,4.46719237286227e-13,2.55559116686378e-13,1.08491635688554e-12
"DNAH11",-9.73370877740885,-10.679373438355,-7.35424429786443,3.37699013321174,2.54837380936573,1.12990651895357,0.137066671212504,2.87526656361869e-06,0.000642370409132765,2.72173406839826e-07,7.89024984808398e-05
"DNAH12",-13.194750713425,-12.6133462753051,-14.1621848873625,-1.60381351874593,1.64616884795316,-0.892295271585834,0.139733337773376,2.05990831240391e-06,3.12053918924276e-06,1.25186026279913e-06,1.88024675165746e-06
"DNAH14",-9.39673378667398,-8.84679803904403,-10.3866667081956,-1.46906174498714,1.23123326232921,-1.10103906294366,0.104533339592288,5.76093645761269e-08,1.00883061905874e-07,1.75157423495547e-08,3.10079072795897e-08
"DNAH17",-10.0659843590133,-9.79660158034306,-10.6172890625082,-1.0917696269504,2.01271586875648,-0.525739865914346,0.280458545999019,0.000947219713769447,0.00124625983540135,0.00359844682947465,0.00454761341849596
"DNAH2",-12.0273743699333,-11.4367778283097,-12.955875049719,-1.49651147924413,1.60886686742949,-0.860856969274123,0.151692885905984,1.07502835689267e-05,1.55212607230486e-05,2.79601674175546e-06,4.1339448427511e-06
"DNAH3",-13.2113229470018,-12.7221407355787,-13.9369466025534,-0.992092941214455,1.79522560308442,-0.487004156391184,0.300186618310526,0.0265957986386338,0.0320614151694196,0.00939054922720395,0.0115125985212249
"DNAH5",-8.05290302282501,-7.20873453337903,-9.50536638577952,-2.20258479321248,1.84775080166001,-1.13646699739688,0.103733339647675,7.96120371999791e-09,1.53261678810098e-08,8.63864889644655e-09,1.57971592853918e-08
"DNAH6",-9.55315471688949,-9.03710158244252,-10.7751757712114,-1.84007283929375,1.37945886576194,-1.22781225811814,0.0952000069622091,5.39669918761039e-09,1.05802096693516e-08,3.1094080592364e-09,5.89161853731748e-09
"DNAH7",-8.4201442227238,-7.68954279975463,-9.61273143837539,-1.90064694214615,1.71693646514467,-1.05034753712685,0.108771000377253,6.68459037813196e-08,1.16620646371171e-07,2.39144699769379e-08,4.201385202683e-08
"DNAH8",-12.891148830635,-12.2849672865713,-14.2850686516633,-1.9378041175732,1.87397115995376,-0.965929074992403,0.139962681048332,5.29918184354809e-07,8.38345181447581e-07,1.03645712824888e-06,1.56836351450028e-06
"DNAH9",-9.86384034752026,-9.08687930706122,-12.0952447319999,-2.92882025332874,1.67303291892761,-1.60397834463369,0.0498666807414598,6.29321337268155e-11,1.72367740437806e-10,1.69280049657304e-11,4.42857542111996e-11
"DNAI1",-11.3814452731505,-10.7388710905707,-12.7145526571137,-1.98010924109581,1.68104038301439,-1.0726903135949,0.119733338678424,3.64170777396047e-07,5.93430215038086e-07,6.21337213002351e-08,1.0459479284973e-07
"DNAI2",-14.6112712506438,-14.0888546445264,-15.2129003807011,-0.708713262995818,2.38706941998495,-0.267300158057378,0.388429752761547,0.245825561345798,0.277051290600348,0.145278245625258,0.165781929140402
"DNAJA1",-4.15505767671922,-3.41194191471124,-5.48405340917637,-2.02950734101894,1.05215672568879,-1.87524179918499,0.0136000537144782,1.66887440858237e-13,1.08281725317494e-12,4.94903877606838e-15,4.75393308609812e-14
"DNAJA2",-4.44874981039859,-3.88137093789959,-5.51661776406779,-1.65364984590201,0.877392984337036,-1.88732902011789,0.00613181820089032,5.13327922725862e-13,2.77999621609187e-12,1.06013143023077e-15,1.54806442179238e-14
"DNAJA3",-5.08139263364474,-4.42913338635461,-6.28594690083352,-1.82404849578818,0.809791161348738,-2.08383868210586,0.00586679217417227,3.13896641530952e-14,2.77242596281059e-13,4.78182049534286e-16,9.29719892974578e-15
"DNAJA4",-5.9992439775238,-5.37631769816708,-8.01714322502541,-2.62825943088458,1.39324282404973,-1.77770103579897,0.0495867910108233,3.33600720682563e-11,1.00259432884759e-10,8.76251065439786e-12,2.4593571918963e-11
"DNAJB1",-3.89534864274097,-3.26146427318983,-5.40906948650986,-2.16652173922007,1.01633917423467,-2.02364799879125,0.00426683950782069,5.36591145629084e-17,1.80786311271752e-15,1.83385420326418e-16,5.45930754849981e-15
"DNAJB11",-5.61888878687846,-5.10898917901052,-6.25534216049306,-1.18402512147106,0.91724443648294,-1.24516580968441,0.0770666754757563,6.95039401476011e-10,1.56520588644759e-09,3.24835675429425e-10,6.98341761714002e-10
"DNAJB12",-5.28137907398747,-4.51891414288027,-6.03389348793042,-1.48062449909113,0.706866268839438,-2.07833474678079,0.0191949191798134,7.3445455618272e-15,8.59388288025997e-14,1.67009934323976e-14,1.16980989684416e-13
"DNAJB13",-11.1542116134073,-11.4560043478774,-10.2808418928034,1.24941498486293,2.24399786316182,0.498285559092353,0.286323648575786,0.0122042167566559,0.553940475968743,0.00507551063231422,0.274975737271626
"DNAJB14",-6.47462049621119,-5.85810021627991,-7.68556900959227,-1.90241340277095,1.48720732349969,-1.31525189818392,0.0525193414943909,4.5000288515154e-10,1.04808350008609e-09,2.72569767663878e-11,6.94104197835765e-11
"DNAJB2",-4.15668548668451,-3.65110116208472,-5.43906275236131,-1.75960009858087,0.748580240164819,-2.24923594871966,0.0162667114505519,8.13861870976519e-15,9.36498256407413e-14,1.08472036430995e-14,8.48695460915096e-14
"DNAJB3",-15.3080909291957,-15.2074641930995,-15.3935962075054,-0.16138119075549,2.93584475405174,-0.0399270384542527,0.474273527212227,0.764238061080559,0.798105646973155,0.705150685707991,0.74516034588395
"DNAJB4",-5.82219859293733,-5.16605802418241,-7.15260504848072,-1.81803648162999,1.32940159153329,-1.25825365201132,0.0591842292642372,9.74569951037028e-10,2.14128813764099e-09,5.02231839271546e-11,1.22019566190416e-10
"DNAJB5",-7.27471578876153,-6.61777723087992,-8.60976102337428,-1.70579579663311,1.27120894002671,-1.22975713022861,0.109304191492581,3.63911488878155e-09,7.3343202769263e-09,2.05970917742608e-08,3.64889494304675e-08
"DNAJB6",-5.39529836862474,-4.84500252808171,-6.63301358923274,-1.71056581213672,0.873576865232157,-1.78883951871837,0.0352000202759595,3.2144396294296e-13,1.86815605976073e-12,6.49053968519743e-13,2.44596557934361e-12
"DNAJB7",-14.6060043042262,-14.0359508435668,-15.5336902688467,-1.32725468541963,2.15285758653494,-0.545739649764108,0.260463878140971,0.0121855546845686,0.0146241247308103,0.00248279494622017,0.00312251325927896
"DNAJB9",-4.9024107460128,-4.30076584053666,-5.46247655759812,-1.27843885815877,1.32763322206984,-0.902371560678021,0.160533337065187,6.80628912833205e-06,1.0207502313206e-05,1.7594815816783e-06,2.70121593581246e-06
"DNAJC1",-5.71229548666161,-5.26597215760103,-6.43296276120539,-1.01779542517499,1.01339856889498,-0.913558517950208,0.173066670050987,2.06026289534597e-06,3.19861407911669e-06,5.20278867455299e-06,7.75188132444218e-06
"DNAJC10",-4.33309864446198,-3.56330958715724,-5.31794720348833,-1.81448413131084,1.08136924545112,-1.58580372339723,0.0551852965563257,5.65670655989473e-12,2.12919739263017e-11,3.14207311676152e-11,7.93531858193769e-11
"DNAJC11",-5.31856187399159,-4.60064680866411,-6.94013004108053,-2.51744413591059,1.44867220885955,-1.77676589418097,0.0154667138064669,3.15303647946214e-15,4.39707184082208e-14,8.75345759738084e-15,7.28687819838506e-14
"DNAJC12",-9.52730475665663,-6.63322212512471,-10.8726836218907,-3.12761211328463,2.53595559615317,-1.11006278077288,0.145827783468974,8.07061708707894e-08,1.39474888303985e-07,8.68481174572907e-07,1.35699483418426e-06
"DNAJC13",-4.87244030653398,-4.05747024520263,-6.0211478251703,-1.77615196981352,1.17812580853557,-1.35912652382552,0.0741333425252838,3.51062263713329e-10,8.35596936733817e-10,4.2472412273705e-10,8.98998726528619e-10
"DNAJC14",-5.23025159255788,-4.62915219106797,-6.34069568204941,-1.77667857082738,0.805273171421899,-2.07262487416709,0.0106638916564843,4.63683634099598e-15,5.96276000623575e-14,1.92882769280246e-15,2.38129623081915e-14
"DNAJC15",-5.45471154371833,-5.00558942793208,-6.65098313343321,-1.62352643881295,0.904937581669116,-1.68365488709391,0.0498666807414598,1.39983631079107e-12,6.46004204981647e-12,5.39951163358052e-12,1.5846036383539e-11
