"","median.effect","median.effect.l","median.effect.u","ctt.pval","cwt.pval","gtt.pval","ctt.pval.BH.adj","cwt.pval.BH.adj","gtt.pval.BH.adj"
"C3AR1",0.348371976717568,0.348371976717568,2.84837197671757,0.281224038238269,0.196038578021678,0.140612019120144,1,1,1
"C3orf14",-2.22878892062885,-2.22878892062885,0.271211079371152,1,1,0.899587049750277,1,1,1
"C3orf15",-1.82045695788504,-1.82045695788504,0.679543042114961,1,1,0.969460343369546,1,1,1
"C3orf17",-1.59741744328267,-1.59741744328267,0.902582556717328,1,1,0.999997298719087,1,1,1
"C3orf18",-2.56821651336222,-2.56821651336222,-0.0682165133622163,0.745761415583861,0.498496798785115,0.37288070779193,1,1,1
"C3orf19",-1.84018341128793,-1.84018341128793,0.659816588712066,1,1,0.999913472683773,1,1,1
"C3orf20",-2.58752677642763,-2.58752677642763,-0.0875267764276257,0.786221863030553,0.838485692323056,0.42107752268043,1,1,1
"C3orf23",-2.68190927196833,-2.68190927196833,-0.181909271968327,0.357481754965105,0.456552787030334,0.178740877482553,1,1,1
"C3orf25",-1.17897569355765,-1.17897569355765,1.32102430644235,1,1,0.999989013407499,1,1,1
"C3orf26",-1.5335676695735,-1.5335676695735,0.966432330426497,1,1,0.999999974175238,1,1,1
"C3orf32",-3.60774505263516,-3.60774505263516,-1.10774505263516,0.0057195401630969,0.00399960708977786,0.00285977008178267,0.0931472736738358,0.0672351088564089,0.0465738312309832
"C3orf33",-2.48336259506411,-2.48336259506411,0.0166374049358917,0.987673124522647,0.730954953703086,0.531886426082934,1,1,1
"C3orf35",-0.428213846237434,-0.428213846237434,2.07178615376257,1,0.996920804100136,0.874426616041929,1,1,1
"C3orf36",0.707297989130597,0.707297989130597,3.2072979891306,0.149259354161122,0.440040148062112,0.0746298938686842,1,1,1
"C3orf37",-1.78023330571606,-1.78023330571606,0.719766694283936,1,1,0.999992736468706,1,1,1
"C3orf38",-1.66844853949453,-1.66844853949453,0.831551460505469,1,1,0.999970059372667,1,1,1
"C3orf39",-2.67018949009609,-2.67018949009609,-0.170189490096092,0.386052534215773,0.20011207668984,0.193026267107886,1,1,1
"C3orf45",-3.56059262900376,-3.56059262900376,-1.06059262900376,0.057124983007602,0.0231209492720383,0.0285639606068758,0.467967982446084,0.272963537374124,0.290031319004273
"C3orf49",-2.54826960118738,-2.54826960118738,-0.0482696011873758,0.825939258085718,0.984125179362924,0.45986209699115,1,1,1
"C3orf52",-4.56722600126381,-4.56722600126381,-2.06722600126381,7.34539722470765e-08,1.89826283470877e-07,3.67269861235926e-08,4.36544565794336e-06,9.56846852310143e-06,2.18272307860518e-06
"C3orf55",-2.72108197827351,-2.72108197827351,-0.221081978273511,0.561583670630696,0.773194327005859,0.280791836506868,1,1,1
"C3orf58",-1.07311513829439,-1.07311513829439,1.42688486170561,1,1,0.999998172251404,1,1,1
"C3orf62",-1.50482920238112,-1.50482920238112,0.995170797618876,1,1,0.999996945831901,1,1,1
"C3orf64",-0.806936880161603,-0.806936880161603,1.6930631198384,1,1,0.999745806720086,1,1,1
"C3orf65",-3.82198339856463,-3.82198339856463,-1.32198339856463,0.144732229610114,0.0395028585993397,0.0724539653334689,0.736627440238054,0.43391035173281,0.535517938739912
"C3orf67",-0.355296138808359,-0.355296138808359,2.14470386119164,1,1,0.880469256236012,1,1,1
"C3orf70",-0.00739959643935428,-0.00739959643935428,2.49260040356065,0.98428204328334,1,0.510289424685286,1,1,1
"C3orf71",-2.07317391841793,-2.07317391841793,0.42682608158207,1,1,0.966903957238613,1,1,1
"C3orf75",-2.28743542413551,-2.28743542413551,0.212564575864493,1,1,0.919079041236112,1,1,1
"C3orf77",-1.46201015307093,-1.46201015307093,1.03798984692907,0.994583937498579,0.999882955063306,0.850599870075991,1,1,1
"C3orf78",-2.24556887752072,-2.24556887752072,0.254431122479277,1,1,0.903005792281247,1,1,1
"C3orf80",-1.50273584680994,-1.50273584680994,0.997264153190064,1,1,0.996257463642984,1,1,1
"C4BPA",-1.71537383996425,-1.71537383996425,0.784626160035752,0.9994466019886,1,0.858907850446151,1,1,1
"C4BPB",-2.36325361331262,-2.36325361331262,0.13674638668738,0.967694216135528,0.882233033769108,0.606966149781221,1,1,1
"C4orf19",-2.55055725547779,-2.55055725547779,-0.0505572554777922,0.841903416613825,0.761271119366918,0.420951708306919,1,1,1
"C4orf21",-0.481965912041511,-0.481965912041511,2.01803408795849,1,1,0.967400777418861,1,1,1
"C4orf22",-1.51486017897426,-1.51486017897426,0.985139821025744,1,1,0.965849956244261,1,1,1
"C4orf26",-0.442891043148419,-0.442891043148419,2.05710895685158,0.97432115945796,0.988439117950921,0.706634918426432,1,1,1
"C4orf27",-1.54516572410568,-1.54516572410568,0.954834275894318,1,1,0.999999847976441,1,1,1
"C4orf29",-1.92024239394264,-1.92024239394264,0.579757606057356,1,1,0.990232533132959,1,1,1
"C4orf3",-1.64051860248859,-1.64051860248859,0.859481397511412,1,1,0.999980099196082,1,1,1
"C4orf32",-1.64480307794001,-1.64480307794001,0.855196922059989,1,1,0.997537110616009,1,1,1
"C4orf33",-2.23110451096903,-2.23110451096903,0.268895489030967,1,1,0.889536291358511,1,1,1
"C4orf34",-2.56464562932823,-2.56464562932823,-0.0646456293282323,0.790299574810366,0.999344721890231,0.395149787405184,1,1,1
"C4orf36",-2.37245069577091,-2.37245069577091,0.127549304229094,0.99933794767557,0.999532439663898,0.715582006203392,1,1,1
"C4orf37",-2.77282200062568,-2.77282200062568,-0.272822000625681,0.385694614228149,0.761878758267317,0.192847307115465,0.997501514737802,1,0.965944926788266
"C4orf38",-1.37312257138019,-1.37312257138019,1.12687742861981,1,1,0.9999403219017,1,1,1
"C4orf39",-1.79825749556984,-1.79825749556984,0.701742504430164,1,1,0.985817004134986,1,1,1
"C4orf42",-1.21460622050205,-1.21460622050205,1.28539377949795,1,1,0.999999998559353,1,1,1
"C4orf43",-1.47823678828108,-1.47823678828108,1.02176321171892,1,1,0.999999893973735,1,1,1
"C4orf44",-2.5422809223384,-2.5422809223384,-0.042280922338402,0.841987682438477,0.999120630044378,0.474410887641368,1,1,1
"C4orf45",-0.986950951068009,-0.986950951068009,1.51304904893199,0.994065540680956,0.999024127776691,0.861316093277905,1,1,1
"C4orf46",-1.35341121052429,-1.35341121052429,1.14658878947571,1,1,0.999998377481803,1,1,1
"C4orf47",0.861260412718425,0.861260412718425,3.36126041271843,0.000100020602291815,7.73669988950677e-05,5.00103011459041e-05,0.0128744929401202,0.00977179368155136,0.00643724745311523
"C4orf48",-1.88740453466684,-1.88740453466684,0.612595465333161,1,1,0.967275263002037,1,1,1
"C4orf49",-0.579204381844271,-0.579204381844271,1.92079561815573,1,1,0.884267782129181,1,1,1
"C4orf51",-2.05152516954946,-2.05152516954946,0.448474830450543,0.964429738104978,0.997259231237815,0.729218818091954,1,1,1
"C4orf52",-2.1134800453602,-2.1134800453602,0.386519954639803,1,1,0.993854968465444,1,1,1
"C4orf6",3.32858404916343,3.32858404916343,5.82858404916343,8.67009709522852e-07,3.96384555428795e-07,4.33505703433923e-07,0.000178378837180191,0.00010329671458111,8.91895716786582e-05
"C5",-3.14847474723489,-3.14847474723489,-0.648474747234887,0.021711928630118,0.00653877971281926,0.0108559643150591,0.301438068736555,0.106087304513638,0.150719576383489
"C5AR1",-0.158474653511246,-0.158474653511246,2.34152534648875,1,1,0.718782260186993,1,1,1
"C5orf15",-1.28909393481438,-1.28909393481438,1.21090606518562,1,1,0.999999955728755,1,1,1
"C5orf20",1.12035851183678,1.12035851183678,3.62035851183678,0.162640745691248,0.148522982664551,0.0813481725643896,1,1,0.984833202850085
"C5orf22",-2.04319802639693,-2.04319802639693,0.456801973603066,1,1,0.993227957832069,1,1,1
"C5orf24",-1.96348950742303,-1.96348950742303,0.536510492576967,1,1,0.986804363633272,1,1,1
"C5orf25",-1.59783486023793,-1.59783486023793,0.902165139762067,1,1,0.999984761752523,1,1,1
"C5orf27",-1.82306151611873,-1.82306151611873,0.676938483881274,1,1,0.85219879336837,1,1,1
"C5orf28",-1.98315929663625,-1.98315929663625,0.516840703363746,1,1,0.992353062386988,1,1,1
"C5orf30",-2.16190754401618,-2.16190754401618,0.338092455983816,1,1,0.900778229091377,1,1,1
"C5orf34",-1.56647979653189,-1.56647979653189,0.93352020346811,1,1,0.999864695251425,1,1,1
"C5orf38",-5.45739014869077,-5.45739014869077,-2.95739014869077,2.27539111889047e-05,3.26962808848971e-06,1.13779024533731e-05,0.000648311644046669,0.000120649344403017,0.000324176427611437
"C5orf39",0.407450096913902,0.407450096913902,2.9074500969139,0.0898517171597344,0.136803501565767,0.0449258585798672,1,1,0.964592746385641
"C5orf4",-2.82549750044677,-2.82549750044677,-0.325497500446765,0.344627520771408,0.752592789391852,0.172313760396866,1,1,1
"C5orf41",-1.82102019761247,-1.82102019761247,0.678979802387534,1,1,0.997849084272234,1,1,1
"C5orf42",-1.87758169212104,-1.87758169212104,0.622418307878956,1,1,0.996630650622341,1,1,1
"C5orf43",-1.70189323672803,-1.70189323672803,0.79810676327197,1,1,0.99999785351378,1,1,1
"C5orf44",-2.15861464737457,-2.15861464737457,0.341385352625434,1,1,0.963169222593905,1,1,1
"C5orf45",-0.980042601229616,-0.980042601229616,1.51995739877038,1,1,0.999990286754461,1,1,1
"C5orf47",-4.22050611230483,-4.22050611230483,-1.72050611230483,0.000908737392067808,0.00152987433178151,0.000454383282869634,0.0174460966054421,0.0266979802573091,0.00872326930599203
"C5orf49",-0.893445983024358,-0.893445983024358,1.60655401697564,1,1,0.996315469364201,1,1,1
"C5orf51",-1.67104723752516,-1.67104723752516,0.828952762474839,1,1,0.999989698143378,1,1,1
"C5orf54",-1.02950114375068,-1.02950114375068,1.47049885624932,1,1,0.999987583352693,1,1,1
"C5orf55",-2.11305392677635,-2.11305392677635,0.386946073223655,1,1,0.967021358291131,1,1,1
"C5orf56",-0.760967499401752,-0.760967499401752,1.73903250059825,1,1,0.99937763855892,1,1,1
"C5orf58",-0.156510063274904,-0.156510063274904,2.3434899367251,0.870377515780865,0.923118462306616,0.571313085464882,1,1,1
"C5orf60",-2.26279927426152,-2.26279927426152,0.237200725738481,0.91201014726794,0.951395248949909,0.634049949225667,1,1,0.996515129917261
"C5orf62",-0.47853506646762,-0.47853506646762,2.02146493353238,1,1,0.953204501042657,1,1,1
"C5orf63",-1.78839851246481,-1.78839851246481,0.711601487535194,1,1,0.997323682540494,1,1,1
"C5orf64",-1.42966874767734,-1.42966874767734,1.07033125232266,1,1,0.953584987324943,1,1,1
"C5orf65",-1.95243996932376,-1.95243996932376,0.547560030676237,1,1,0.967250492075124,1,1,1
"C6",-2.52429009725814,-2.52429009725814,-0.024290097258139,0.943860499462863,0.9883599917777,0.480788767498137,1,1,1
"C6orf1",-1.16607262137602,-1.16607262137602,1.33392737862398,1,1,0.99999999951978,1,1,1
"C6orf106",-1.34490579476262,-1.34490579476262,1.15509420523738,1,1,0.999999955946175,1,1,1
"C6orf108",-1.81751082556047,-1.81751082556047,0.68248917443953,1,1,0.9961662804928,1,1,1
"C6orf115",-1.54394287271259,-1.54394287271259,0.956057127287414,1,1,0.999865375333256,1,1,1
"C6orf118",-3.67185191831667,-3.67185191831667,-1.17185191831667,0.0782782471914673,0.286510060813957,0.0391396677137058,0.659710890021193,0.968367784649948,0.404968071579712
"C6orf120",-2.05995795266365,-2.05995795266365,0.440042047336352,1,1,0.974461003435929,1,1,1
"C6orf123",-3.49414262777694,-3.49414262777694,-0.99414262777694,0.0206646537770262,0.106911197356822,0.0103323269045294,0.286562008709687,0.941004076415099,0.143281185301462
"C6orf130",-2.08292512792913,-2.08292512792913,0.417074872070873,1,1,0.981891123677206,1,1,1
"C6orf132",-3.423186989343,-3.423186989343,-0.923186989343004,0.0172892817092746,0.0163189212014089,0.00864464085652192,0.247584631478258,0.234976046447213,0.123792331461105
"C6orf136",-2.4837613934263,-2.4837613934263,0.0162386065736988,0.995678427519453,0.999906349159465,0.537775670966322,1,1,1
"C6orf141",-0.443922817254539,-0.443922817254539,2.05607718274546,1,1,0.808571414331243,1,1,1
"C6orf147",-0.744346750052772,-0.744346750052772,1.75565324994723,1,1,0.966952952770853,1,1,1
"C6orf162",-2.12020560938828,-2.12020560938828,0.379794390611715,1,1,0.971413347324757,1,1,1
"C6orf163",-1.38821834845007,-1.38821834845007,1.11178165154993,1,1,0.999820215455008,1,1,1
"C6orf164",-1.31565995531424,-1.31565995531424,1.18434004468576,1,1,0.999925747371031,1,1,1
"C6orf165",-1.62180033442825,-1.62180033442825,0.878199665571752,1,1,0.999875377116948,1,1,1
"C6orf170",-2.4293564281589,-2.4293564281589,0.0706435718411016,0.999845437095628,1,0.606380571708589,1,1,1
"C6orf174",-0.613373397148056,-0.613373397148056,1.88662660285194,1,1,0.963036741471661,1,1,1
"C6orf192",-2.47176057018934,-2.47176057018934,0.0282394298106614,0.999861689103282,0.998199197759758,0.55605388994797,1,1,1
"C6orf195",-0.748920848910724,-0.748920848910724,1.75107915108928,1,1,0.993001282696688,1,1,1
"C6orf201",-1.85072000712509,-1.85072000712509,0.649279992874906,0.999191066676048,1,0.868117437532041,1,1,1
"C6orf203",-2.25019034125946,-2.25019034125946,0.24980965874054,1,1,0.913671192075148,1,1,1
"C6orf211",-2.1104551217305,-2.1104551217305,0.389544878269501,1,1,0.94309984131506,1,1,1
"C6orf221",-2.53213716954817,-2.53213716954817,-0.0321371695481742,0.814866172485431,0.813698946997927,0.485393231510279,1,1,0.993156370341995
"C6orf222",-3.04429136674649,-3.04429136674649,-0.544291366746489,0.299668533996991,0.324152720683615,0.149905046476507,0.984007091564028,0.990467067764638,0.889387779254182
"C6orf223",1.17856948731048,1.17856948731048,3.67856948731048,0.0058802519401587,0.0130565405090724,0.00294012597096212,0.330856114311967,0.578954754586343,0.165428059409275
"C6orf225",-2.2797211468846,-2.2797211468846,0.220278853115395,1,1,0.864103327274407,1,1,1
"C6orf226",-2.22712839642997,-2.22712839642997,0.272871603570033,1,1,0.906651232862079,1,1,1
"C6orf228",-1.66827271849125,-1.66827271849125,0.83172728150875,1,1,0.999973884216193,1,1,1
"C6orf25",-1.21671541961699,-1.21671541961699,1.28328458038301,1,1,0.999738558068911,1,1,1
"C6orf47",-1.51139106155902,-1.51139106155902,0.988608938440975,1,1,0.999999900996301,1,1,1
"C6orf48",-1.65785906155477,-1.65785906155477,0.842140938445225,1,1,0.999999509602233,1,1,1
"C6orf52",-3.12420203294273,-3.12420203294273,-0.624202032942731,0.00970705850069451,0.009441992030191,0.00485352925034725,0.144538548958598,0.140576149647743,0.0725050743157144
"C6orf57",-2.42087767255717,-2.42087767255717,0.0791223274428314,1,1,0.633271149158523,1,1,1
"C6orf58",-1.93146725690149,-1.93146725690149,0.568532743098506,0.963332767038306,0.996225722863815,0.769114272227797,1,1,0.999692917706488
"C6orf62",-1.41019296583209,-1.41019296583209,1.08980703416791,1,1,0.999999981823223,1,1,1
"C6orf70",-1.49934174812362,-1.49934174812362,1.00065825187638,1,1,0.999999845733948,1,1,1
"C6orf72",-2.48479952735762,-2.48479952735762,0.0152004726423756,0.999917738177089,1,0.527324632267597,1,1,1
"C6orf89",-1.89028921313856,-1.89028921313856,0.609710786861438,1,1,0.998612111621969,1,1,1
"C6orf97",-2.16696782744026,-2.16696782744026,0.333032172559741,1,1,0.861888716183815,1,1,1
"C6orf99",-2.09752913025125,-2.09752913025125,0.40247086974875,0.997429021038807,1,0.840939173380037,1,1,1
"C7",-6.05631656613209,-6.05631656613209,-3.55631656613209,1.7698754112513e-07,2.91335547654694e-07,8.84937813158634e-08,9.79392737095706e-06,1.41559678205485e-05,4.89696675410706e-06
"C7orf10",-2.6920229845637,-2.6920229845637,-0.192022984563703,0.585396785834327,0.41642856742651,0.292698393044467,1,1,1
"C7orf11",-1.94433646146134,-1.94433646146134,0.555663538538661,1,1,0.999418347096989,1,1,1
"C7orf13",-2.02263483360427,-2.02263483360427,0.477365166395735,1,1,0.980274089246273,1,1,1
"C7orf23",-0.921303265435248,-0.921303265435248,1.57869673456475,1,1,0.99999996976233,1,1,1
"C7orf25",-1.85544019831579,-1.85544019831579,0.644559801684214,1,1,0.999937781385912,1,1,1
"C7orf26",-1.39576902957299,-1.39576902957299,1.10423097042701,1,1,0.999999999927506,1,1,1
"C7orf29",-0.971457342325082,-0.971457342325082,1.52854265767492,1,1,0.999691244419656,1,1,1
"C7orf31",-1.10525156026502,-1.10525156026502,1.39474843973498,1,1,0.999999987188839,1,1,1
"C7orf41",-4.70107525882485,-4.70107525882485,-2.20107525882485,2.79769197127056e-09,1.53837783915905e-08,1.39884598563597e-09,2.23751841421394e-07,1.04199446943567e-06,1.11875960011457e-07
"C7orf42",-1.5064261674501,-1.5064261674501,0.993573832549899,1,1,0.99999999540912,1,1,1
"C7orf43",-1.31313231231589,-1.31313231231589,1.18686768768411,1,1,0.999999996037619,1,1,1
"C7orf44",-1.57113447352597,-1.57113447352597,0.928865526474033,1,1,0.999999966966264,1,1,1
"C7orf46",-2.52718687933746,-2.52718687933746,-0.0271868793374646,0.893130643602154,0.99992976311076,0.454781756818317,1,1,1
"C7orf49",-1.04952454233495,-1.04952454233495,1.45047545766505,1,1,0.999999907639659,1,1,1
"C7orf50",-1.60710294355564,-1.60710294355564,0.892897056444364,1,1,0.999999995694897,1,1,1
"C7orf53",-0.503070290221855,-0.503070290221855,1.99692970977815,1,1,0.961854569311736,1,1,1
"C7orf55",-2.16721455079019,-2.16721455079019,0.332785449209806,1,1,0.957530020643992,1,1,1
"C7orf57",-2.13809532318605,-2.13809532318605,0.361904676813952,1,1,0.860122167156392,1,1,1
"C7orf58",-2.06995360167285,-2.06995360167285,0.430046398327153,1,1,0.89347275601902,1,1,1
"C7orf59",-1.35782929298472,-1.35782929298472,1.14217070701528,1,1,0.99999999999281,1,1,1
"C7orf60",-1.64227631850124,-1.64227631850124,0.857723681498761,1,1,0.999871424517103,1,1,1
"C7orf61",-0.168289707380507,-0.168289707380507,2.33171029261949,0.987219431015918,0.979216880291059,0.705516910973513,1,1,1
"C7orf63",-1.55926376043978,-1.55926376043978,0.940736239560225,1,1,0.999976603472213,1,1,1
"C7orf70",-1.47954832739191,-1.47954832739191,1.02045167260809,1,1,0.999999836306708,1,1,1
"C7orf71",-0.0943916188803566,-0.0943916188803566,2.40560838111964,0.83877603678918,0.927706978141246,0.542337163806128,1,1,1
"C7orf73",-2.15391548794824,-2.15391548794824,0.346084512051764,1,1,0.982429161069544,1,1,1
"C8G",-0.496989844481687,-0.496989844481687,2.00301015551831,1,1,0.872960521025782,1,1,1
"C8ORFK29",-0.0919474561445028,-0.0919474561445028,2.4080525438555,0.878389607861077,0.672241363348601,0.537573516590846,1,1,1
"C8orf31",-1.29389326488316,-1.29389326488316,1.20610673511684,1,1,0.999646115407631,1,1,1
"C8orf33",-1.89570320987272,-1.89570320987272,0.604296790127278,1,1,0.999729772179819,1,1,1
"C8orf34",-1.78574303433561,-1.78574303433561,0.714256965664392,1,1,0.899444960964181,1,1,1
"C8orf37",-1.62307313606502,-1.62307313606502,0.876926863934982,1,1,0.999963818091391,1,1,1
"C8orf38",-1.77836626493012,-1.77836626493012,0.721633735069881,1,1,0.999998016751326,1,1,1
"C8orf39",-1.21794077751843,-1.21794077751843,1.28205922248157,1,1,0.999918939500347,1,1,1
"C8orf4",-3.91232927719419,-3.91232927719419,-1.41232927719419,0.000122850420516526,7.51729300221893e-05,6.14252102583577e-05,0.00324454197396645,0.00202893990457677,0.00162227102893289
"C8orf40",-2.2514282472827,-2.2514282472827,0.248571752717303,1,1,0.907254831821273,1,1,1
"C8orf42",-2.07808198761386,-2.07808198761386,0.421918012386139,1,1,0.924964361532858,1,1,1
"C8orf44",-1.38030067977551,-1.38030067977551,1.11969932022449,1,1,0.999998651381478,1,1,1
"C8orf44-SGK3",-1.03926665101808,-1.03926665101808,1.46073334898192,0.998961174138958,1,0.917773517919746,1,1,1
"C8orf45",-2.0134476095001,-2.0134476095001,0.486552390499895,1,1,0.988906214338262,1,1,1
"C8orf46",-0.625164923974163,-0.625164923974163,1.87483507602584,1,1,0.966208583639332,1,1,1
"C8orf47",-1.35640485715326,-1.35640485715326,1.14359514284674,1,1,0.996718461165982,1,1,1
"C8orf48",-1.21157228799157,-1.21157228799157,1.28842771200843,1,1,0.999975839115337,1,1,1
"C8orf51",-1.79335524448931,-1.79335524448931,0.706644755510688,1,1,0.999427564417082,1,1,1
"C8orf55",-1.75088807448797,-1.75088807448797,0.74911192551203,1,1,0.999991070726436,1,1,1
"C8orf56",-3.12575335018472,-3.12575335018472,-0.625753350184723,0.188583056173967,0.345468453617735,0.0945458297060567,0.91049586454495,0.963559092178034,0.716889465596953
"C8orf58",-0.942322870362921,-0.942322870362921,1.55767712963708,1,1,0.999999529189201,1,1,1
"C8orf59",-0.8401713810099,-0.8401713810099,1.6598286189901,1,1,0.999999816604475,1,1,1
"C8orf73",-1.00060472834575,-1.00060472834575,1.49939527165425,1,1,0.999996743520469,1,1,1
"C8orf76",-1.07406375916636,-1.07406375916636,1.42593624083364,1,1,0.999999999872591,1,1,1
"C8orf77",-1.56389104989161,-1.56389104989161,0.936108950108391,1,1,0.996120897826301,1,1,1
"C8orf80",-2.35419548347813,-2.35419548347813,0.145804516521874,1,0.999742461429689,0.611012362363091,1,1,1
"C8orf82",-1.46038711052961,-1.46038711052961,1.03961288947039,1,1,0.999999981102782,1,1,1
"C8orf83",-1.452457445759,-1.452457445759,1.047542554241,1,1,0.999998748383666,1,1,1
"C8orf84",-2.6567989221255,-2.6567989221255,-0.156798922125502,0.613257007004512,0.909754731524925,0.306628503505351,1,1,1
"C8orf85",-2.41489090633419,-2.41489090633419,0.0851090936658085,0.983908771905841,0.824524339035672,0.568938194582036,1,1,1
"C9",-2.96293020278621,-2.96293020278621,-0.462930202786211,0.349800342084887,0.242843319715578,0.174900457530992,1,1,0.998603446226173
"C9orf100",0.20952842351423,0.20952842351423,2.70952842351423,0.330786679315215,0.448890556275755,0.165393339657608,1,1,1
"C9orf102",-2.74195344273725,-2.74195344273725,-0.241953442737251,0.449753516608052,0.914927077949181,0.224876758306958,1,1,1
"C9orf103",-2.81051295824336,-2.81051295824336,-0.310512958243357,0.190844108006281,0.192708291311763,0.0954220540031403,1,1,0.912697828812781
"C9orf106",-1.94247426963915,-1.94247426963915,0.557525730360849,0.998790385183379,1,0.820509681486017,1,1,1
"C9orf11",-1.65327593634162,-1.65327593634162,0.846724063658376,0.999586487387308,1,0.910520425257591,1,1,1
"C9orf114",-1.7474529748325,-1.7474529748325,0.752547025167504,1,1,0.999991025020321,1,1,1
"C9orf116",-1.13739133750132,-1.13739133750132,1.36260866249868,1,1,0.999999191349631,1,1,1
"C9orf117",-2.23952480850017,-2.23952480850017,0.260475191499834,1,1,0.900650926151112,1,1,1
"C9orf123",-2.33951991499386,-2.33951991499386,0.160480085006138,1,1,0.815212102509864,1,1,1
"C9orf125",-1.64785914494881,-1.64785914494881,0.852140855051188,1,1,0.99280395898519,1,1,1
"C9orf128",-2.12540189409529,-2.12540189409529,0.374598105904714,0.974982083796607,1,0.715492883442167,1,1,1
"C9orf129",-2.4231155445858,-2.4231155445858,0.0768844554141968,0.998212035864241,1,0.590842996730554,1,1,1
"C9orf131",-0.242163054354783,-0.242163054354783,2.25783694564522,0.979313176796536,0.997919544221246,0.705244609569753,1,1,1
"C9orf135",-5.9854816207528,-5.9854816207528,-3.4854816207528,2.40284227240676e-06,2.77041927962437e-08,1.20151038148698e-06,7.71558360304375e-05,1.62905313934723e-06,3.85804041445421e-05
"C9orf139",0.719944203210606,0.719944203210606,3.21994420321061,0.15943135799168,0.217173835520389,0.0797159155775227,0.996667322826771,1,0.947115448454643
"C9orf142",-1.1867308866908,-1.1867308866908,1.3132691133092,1,1,0.999999967222771,1,1,1
"C9orf152",-3.32150958042834,-3.32150958042834,-0.821509580428343,0.1021039925925,0.135201595607821,0.0510524132654832,0.814066643796621,0.835265173721516,0.518992873372238
"C9orf153",0.152028330996098,0.152028330996098,2.6520283309961,0.706850269820095,0.841605576801333,0.402362047460201,1,1,0.997912796718891
"C9orf156",-1.94773819947565,-1.94773819947565,0.552261800524346,1,1,0.996807655114734,1,1,1
"C9orf16",-1.88720451130884,-1.88720451130884,0.612795488691163,1,1,0.998843887602326,1,1,1
"C9orf163",-1.73029348155354,-1.73029348155354,0.769706518446461,1,1,0.989207905735592,1,1,1
"C9orf167",-1.00234022000615,-1.00234022000615,1.49765977999385,1,1,0.999997848487388,1,1,1
"C9orf169",-2.00673219737307,-2.00673219737307,0.493267802626932,1,1,0.928147883196153,1,1,1
"C9orf170",-2.29238018283806,-2.29238018283806,0.207619817161937,0.972480140301918,0.998368041020437,0.639031074942294,1,1,1
"C9orf171",-3.43638862531109,-3.43638862531109,-0.936388625311092,0.0920006852897495,0.131330138363575,0.0460016906329049,0.721001849453104,0.813564166133168,0.462061053359288
"C9orf172",-0.605661206606569,-0.605661206606569,1.89433879339343,1,1,0.964593801184648,1,1,1
"C9orf173",-0.776277937606837,-0.776277937606837,1.72372206239316,0.999888101716777,1,0.875335599568148,1,1,1
"C9orf21",-1.10487358876031,-1.10487358876031,1.39512641123969,1,1,0.999999384742048,1,1,1
"C9orf23",-1.88326044439613,-1.88326044439613,0.616739555603866,1,1,0.999824020327654,1,1,1
"C9orf24",-3.3158964147769,-3.3158964147769,-0.815896414776902,0.0248633793135816,0.0100247019194322,0.0124316896571045,0.334090716698606,0.151172052559044,0.167045529370656
"C9orf25",-0.678638739883565,-0.678638739883565,1.82136126011643,1,1,0.999817050991496,1,1,1
"C9orf3",-2.07114620200266,-2.07114620200266,0.428853797997336,1,1,0.971955947495369,1,1,1
"C9orf30",-1.20697874869538,-1.20697874869538,1.29302125130462,1,1,0.999999994664764,1,1,1
"C9orf30-TMEFF1",-1.53654039995046,-1.53654039995046,0.96345960004954,1,1,0.966339395204769,1,1,1
"C9orf37",-1.91961399106064,-1.91961399106064,0.58038600893936,1,1,0.998005780168433,1,1,1
"C9orf4",-3.22398112571036,-3.22398112571036,-0.723981125710361,0.338729551401729,0.472779281662597,0.171779415820106,0.934170550002693,0.968585034053341,0.81449889630006
"C9orf40",-1.87493004928301,-1.87493004928301,0.625069950716985,1,1,0.996558576524092,1,1,1
"C9orf41",-2.5497592079153,-2.5497592079153,-0.0497592079152955,0.867499279798304,1,0.433851382476066,1,1,1
"C9orf43",-2.27028282051507,-2.27028282051507,0.229717179484929,1,1,0.803860004695899,1,1,1
"C9orf46",-2.60006853328439,-2.60006853328439,-0.100068533284394,0.572292674876191,0.456502410695469,0.286146337438095,1,1,1
"C9orf47",-2.06393537730319,-2.06393537730319,0.436064622696805,1,1,0.93102843518201,1,1,1
"C9orf5",-2.92675388034655,-2.92675388034655,-0.426753880346546,0.139067210293999,0.598246828069371,0.0695336051470051,1,1,0.720130269626484
"C9orf50",-1.14273335370763,-1.14273335370763,1.35726664629237,1,1,0.99823067929109,1,1,1
"C9orf64",-1.79596645993165,-1.79596645993165,0.704033540068351,1,1,0.999108616039566,1,1,1
"C9orf66",-2.83936874308197,-2.83936874308197,-0.339368743081971,0.507084236061022,0.498069959032604,0.253542519902829,1,1,1
"C9orf68",-1.27484142372406,-1.27484142372406,1.22515857627594,1,1,0.999939833807448,1,1,1
"C9orf69",-1.46199198107215,-1.46199198107215,1.03800801892785,1,1,0.999999980363594,1,1,1
"C9orf7",-2.6662446246643,-2.6662446246643,-0.166244624664298,0.396279828622923,0.407059511867966,0.198139914311462,1,1,1
"C9orf71",-2.99499807766732,-2.99499807766732,-0.494998077667317,0.379744046261855,0.790655882709433,0.189872834317843,1,1,1
