"","j","median.effect","median.effect.l","median.effect.u","ctt.pval","cwt.pval","gtt.pval","ctt.pval.BH.adj","cwt.pval.BH.adj","gtt.pval.BH.adj"
" g__Selenomonas",-0.12,3.66392044550755,1.65622543769057,3.11505993937726,0.0504692081117369,0.0648876638181459,0.0257478081814226,0.953271852575132,0.954827958885832,0.719798575476085
" g__Dialister",-0.12,0.84838015120158,-1.1593148566154,0.29951964507129,0.936854511055532,0.999585852641108,0.728295600204571,1,1,0.996039588551797
" g__Moryella",-0.12,1.48868537568592,-0.519009632131057,0.939824869555632,0.985479153337708,0.999925995689196,0.79485292385597,1,1,0.999918224567752
" g__Parvimonas",-0.12,-0.185705368393239,-2.19340037621022,-0.734565874523529,0.583529737606901,0.738557136891456,0.369504384804532,0.98963662725877,0.998627218184519,0.868035777166756
" g__Tannerella",-0.12,1.22574510165967,-0.781949906157312,0.676884595529377,0.987119261228333,0.998030564054835,0.804758871220089,1,1,0.999411427577037
" g__Mogibacterium",-0.12,-0.0158132858507125,-2.02350829366769,-0.564673791981003,0.633530261300443,0.729570950834047,0.403015226943809,0.992792898885608,0.997929537699449,0.884571601882958
" g__Bulleidia",-0.12,0.544986624484258,-1.46270838333272,-0.00387388164603231,0.850767416393947,0.983343807363271,0.578825213972888,0.999667075883427,1,0.974238101863974
" g__Atopobium",-0.12,1.57001892694645,-0.437676080870532,1.02115842081616,0.973767733536707,1,0.777837028026766,1,1,0.999925332712605
" g__Peptostreptococcus",-0.12,1.52233946559873,-0.485355542218245,0.973478959468444,0.977144526602997,0.999615969318181,0.791824757392341,1,1,0.999923743216316
" g__Corynebacterium",-0.12,0.554226358292124,-1.45346864952486,0.00536585216183372,0.910872666115246,0.977649634199512,0.532321469453661,1,1,0.994939876060725
" g__Mycoplasma",-0.12,1.20767971878072,-0.80001528903626,0.65881921265043,0.931623692366737,0.95177803336755,0.758594413583762,0.999403489849804,0.999966063634849,0.986828082292103
" g__Treponema",-0.12,1.68677712367338,-0.320917884143598,1.13791661754309,0.93110618345517,0.944452651359995,0.735405045096114,1,1,0.999924897049997
" g__Cardiobacterium",-0.12,2.45418204538408,0.4464870375671,1.90532153925379,0.697639139690039,0.983980255472983,0.432709205317054,1,1,0.999747317886442
" g__Shuttleworthia",-0.12,0.627999435744838,-1.37969557207214,0.0791389296145483,0.845565890382103,0.880550362333398,0.641491970015663,0.999120053495327,0.999584045629164,0.969006660006446
" g__Schwartzia",-0.12,3.79958701851441,1.79189201069743,3.25072651238412,0.197854285620717,0.144765627323161,0.112289687219105,0.926920813183775,0.928685568600899,0.803718463145456
" g__TG5",-0.12,1.6650902978659,-0.342604709951082,1.11622979173561,0.894644117081576,0.916382303435319,0.710756984871731,1,1,0.997996566266129
" g__Lachnoanaerobaculum",-0.12,1.39428192463379,-0.613413083183186,0.845421418503504,0.970518770675484,0.990980784739958,0.785912269124187,1,1,0.999639457943751
"other",-0.12,0.0816408650519329,-1.92605414276505,-0.467219641078357,0.169185976446186,0.144170124159266,0.0845941999419854,0.960484024112626,0.846524971288836,0.519751498923807
" g__Streptococcus",-0.11,-0.69962906303963,-2.69732407085661,-1.23848956916992,0.000658797141414268,0.00101884869010616,0.000329400126561606,0.0125171456868711,0.019358125112017,0.00625860240467051
" g__Haemophilus",-0.11,-0.584518776105891,-2.58221378392287,-1.12337928223618,2.28354297801276e-05,4.22492139528957e-05,1.14177156888833e-05,0.000867746331644849,0.00160547013021004,0.000433873196177566
" g__Neisseria",-0.11,-0.558206287189107,-2.55590129500609,-1.0970667933194,0.430628987052027,0.308746505704503,0.25425464662266,0.99950671229918,0.997843519656294,0.838009280864396
" g__Veillonella",-0.11,0.523654716832385,-1.47404029098459,-0.0152057892979051,0.960945043435619,0.999837011708201,0.482744358330616,1,1,0.998059356761283
" g__Porphyromonas",-0.11,-0.000399718429999751,-1.99809472624698,-0.53926022456029,0.296061259885621,0.281788381261282,0.148258136313446,0.998356719702969,0.996609868930324,0.663249367251729
" g__Prevotella",-0.11,0.428177737824093,-1.56951726999289,-0.110682768306197,0.863533355149388,0.880440283400362,0.441953439085391,1,1,0.997724787121842
" g__Fusobacterium",-0.11,0.972686632090769,-1.02500837572621,0.433826125960478,1,1,0.905852434366649,1,1,0.999986185215988
" g__Aggregatibacter",-0.11,0.206781192601859,-1.79091381521512,-0.332079313528431,0.792753064379689,0.860011182091633,0.544053010531474,0.999943481946931,1,0.986458312701577
" g__Abiotrophia",-0.11,-0.590882619229001,-2.58857762704598,-1.12974312535929,0.38016719200549,0.208807123945601,0.220120455707032,0.962190905898498,0.910038037414387,0.732157108163982
" g__Actinobacillus",-0.11,-2.02615237149227,-4.02384737930925,-2.56501287762256,0.113566144864915,0.0404201945733082,0.0661223944062185,0.726518701279027,0.374075762151453,0.423848048868158
" g__Rothia",-0.11,-0.143274768713753,-2.14096977653073,-0.682135274844043,0.0982393442642493,0.0758890716431458,0.0491239754789033,0.786409460504275,0.571694058518766,0.403710392044135
" g__[Prevotella]",-0.11,-0.98458565437936,-2.98228066219634,-1.52344616050965,0.00879095775102982,0.0147116928203231,0.0043984128263733,0.111352131513044,0.18199939099394,0.0557132291340618
" g__Capnocytophaga",-0.11,0.926262763674803,-1.07143224414218,0.387402257544513,1,1,0.827993668154196,1,1,0.999915376174362
" g__Leptotrichia",-0.11,1.3820912656096,-0.615603742207376,0.843230759479313,1,1,0.969833357168415,1,1,1
" g__Campylobacter",-0.11,1.58085429068809,-0.416840717128892,1.0419937845578,1,1,0.857948714020765,1,1,0.999900757366245
" g__Lautropia",-0.11,-0.563760674802381,-2.56145568261936,-1.10262118093267,0.26054070989338,0.290266228655372,0.137037148397501,0.987848331534236,0.984302852011295,0.636924325462639
" g__Actinomyces",-0.11,0.650615950362981,-1.347079057454,0.111755444232691,0.99747411371701,0.998847687774342,0.633746976425666,1,1,0.999432080042128
" g__Oribacterium",-0.11,0.976693793351425,-1.02100121446555,0.437833287221134,1,1,0.81158862890726,1,1,0.999880504564451
" g__Kingella",-0.11,1.07009809230084,-0.92759691551614,0.53123758617055,0.966884834092368,0.983280569392723,0.7839974962154,1,1,0.998344199115832
" g__Catonella",-0.11,0.569704890414428,-1.42799011740255,0.030844384284138,0.872936975349612,0.940120857690932,0.558189358621186,0.999945415277132,1,0.976314963458154
" g__Selenomonas",-0.11,3.65739806458145,1.65970305676447,3.11853755845116,0.047353358595138,0.059786532194138,0.0241553712993802,0.936683689579855,0.934850607586782,0.69375011324595
" g__Dialister",-0.11,0.822138376853463,-1.17555663096352,0.283277870723173,0.935237176225379,0.9995117310415,0.722769246792522,1,1,0.996220586620941
" g__Moryella",-0.11,1.47989040667516,-0.517804601141823,0.941029900544866,0.985571494791111,0.999925916298817,0.792511994645037,1,1,0.999690093070368
" g__Parvimonas",-0.11,-0.18092311106511,-2.17861811888209,-0.7197836171954,0.590248288331804,0.744022941733301,0.372273440304282,0.991744251750609,0.99993277801327,0.87515782870074
" g__Tannerella",-0.11,1.23961456202241,-0.75808044579457,0.700754055892119,0.989276559111209,0.997523705958865,0.81710610346353,1,1,0.999298428179932
" g__Mogibacterium",-0.11,-0.0314534829352446,-2.02914849075222,-0.570313989065535,0.621896346143688,0.72121261361729,0.393885513118031,0.989753538032558,0.997838013868308,0.876840369233984
" g__Bulleidia",-0.11,0.544989104416037,-1.45270590340094,0.00612859828574674,0.850672797916496,0.987449229265323,0.576170488931952,0.999955914784251,1,0.975258929174797
" g__Atopobium",-0.11,1.52900576643572,-0.468689241381263,0.990145260305426,0.975216983932659,1,0.778762393351957,1,1,0.999864683410669
" g__Peptostreptococcus",-0.11,1.4738371983822,-0.52385780943478,0.934976692251909,0.978481243390813,0.999940737188249,0.798498321750426,1,1,0.999846223384607
" g__Corynebacterium",-0.11,0.55592663305284,-1.44176837476414,0.0170661269225497,0.920852487224639,0.985075254067097,0.540142033530916,1,1,0.995716972271166
" g__Mycoplasma",-0.11,1.13642512731089,-0.861269880506088,0.597564621180601,0.926481158220156,0.945577850852862,0.749396773451055,0.999628864601869,0.999922500695486,0.986482822069052
" g__Treponema",-0.11,1.69808998014663,-0.299605027670345,1.15922947401634,0.925897681296584,0.937760374997428,0.724316019894392,1,1,0.999695111262686
" g__Cardiobacterium",-0.11,2.44650679967266,0.448811791855677,1.90764629354237,0.692979816955022,0.983058599309819,0.427724448035056,1,1,0.999806690374967
" g__Shuttleworthia",-0.11,0.66737303503365,-1.33032197278333,0.12851252890336,0.850440135573942,0.895228585397704,0.650715701251185,0.999324452768985,0.999930371950858,0.972530607758994
" g__Schwartzia",-0.11,3.81619604904427,1.81850104122729,3.27733554291398,0.20260766085038,0.14514161428557,0.116726735442135,0.908664404527569,0.910492408634393,0.799759624671593
" g__TG5",-0.11,1.72652411721882,-0.271170890598155,1.18766361108853,0.884328967130715,0.905633525335937,0.694492972666743,0.999950510020657,1,0.996826357994281
" g__Lachnoanaerobaculum",-0.11,1.39458535026399,-0.603109657552986,0.855724844133703,0.973246389842088,0.991032080940122,0.792790367770113,1,1,0.999642402509704
"other",-0.11,0.0800271159560904,-1.91766789186089,-0.4588333901742,0.177376599938589,0.153292524143068,0.0886896017777639,0.974319408406195,0.884087989631791,0.540043087496048
" g__Streptococcus",-0.1,-0.699949677575344,-2.68764468539232,-1.22881018370563,0.000714814041472614,0.00106136850347089,0.000357408715859967,0.0135814667879797,0.0201660015659469,0.00679076560133937
" g__Haemophilus",-0.1,-0.583380046850371,-2.57107505466735,-1.11224055298066,2.59541000412658e-05,4.58069710109824e-05,1.29770508972004e-05,0.000986255801568099,0.00174066489841733,0.000493127934093617
" g__Neisseria",-0.1,-0.552423581060994,-2.54011858887797,-1.08128408719128,0.440604799559452,0.317049723864723,0.26146469119733,0.999567657797529,0.999040135235892,0.841115669631104
" g__Veillonella",-0.1,0.522147420262441,-1.46554758755454,-0.00671308586784958,0.975280821359233,0.999985179110568,0.493112593225369,1,1,0.998908709898493
" g__Porphyromonas",-0.1,-0.000367615367621088,-1.9880626231846,-0.529228121497911,0.306525665456015,0.291085766095281,0.153505482544346,0.999041857709878,0.997662746400315,0.679678575261676
" g__Prevotella",-0.1,0.426814690856687,-1.56088031696029,-0.102045815273603,0.875210169784578,0.888348073065568,0.448122486735709,1,1,0.9983900139271
" g__Fusobacterium",-0.1,0.972727895091476,-1.0149671127255,0.443867388961185,1,1,0.911221764666859,1,1,0.999976529376686
" g__Aggregatibacter",-0.1,0.1698301291308,-1.81786487868618,-0.35903037699949,0.795066031085004,0.86929628140755,0.547887160733062,1,1,0.988857845846664
" g__Abiotrophia",-0.1,-0.580447186951445,-2.56814219476842,-1.10930769308173,0.377239689059031,0.210913783172996,0.217410480941892,0.965247038236856,0.918351167463575,0.737469231790843
" g__Actinobacillus",-0.1,-2.04230255712198,-4.02999756493896,-2.57116306325227,0.114130432743138,0.0411360686346796,0.0662924099252616,0.736750396146529,0.37940357530912,0.43081151266005
" g__Rothia",-0.1,-0.14510574058218,-2.13280074839916,-0.67396624671247,0.101825463665898,0.0783541295799053,0.0509172176958068,0.808354871250907,0.59064360875705,0.416856060573627
" g__[Prevotella]",-0.1,-0.980203838794147,-2.96789884661113,-1.50906434492444,0.00931630261197936,0.0151504480690179,0.00466131016605441,0.117950371755958,0.187739524996094,0.0590190875953963
" g__Capnocytophaga",-0.1,0.9291886928076,-1.05850631500938,0.40032818667731,1,1,0.835219003556906,1,1,0.999954414853846
" g__Leptotrichia",-0.1,1.3831851800295,-0.60450982778748,0.85432467389921,1,1,0.966952665652892,1,1,0.999994396150717
" g__Campylobacter",-0.1,1.57985011707316,-0.40784489074382,1.05098961094287,1,1,0.855416788335651,1,1,0.999954583893396
" g__Lautropia",-0.1,-0.558212685710218,-2.5459076935272,-1.08707319184051,0.266813263246544,0.298199254961553,0.140062851540132,0.991118309524991,0.989419847624108,0.650548621509827
" g__Actinomyces",-0.1,0.657995946988915,-1.32969906082806,0.129135440858624,0.997838158120087,0.999114670688225,0.650644770499849,1,1,0.999703450161082
" g__Oribacterium",-0.1,0.98083170641193,-1.00686330140505,0.45197120028164,1,1,0.81733627991904,1,1,0.999941881614375
" g__Kingella",-0.1,1.07160533351233,-0.91608967430465,0.54274482738204,0.970616498434458,0.982425871767335,0.79251627645444,1,1,0.998279291851803
" g__Catonella",-0.1,0.553299056780244,-1.43439595103674,0.0244385506499535,0.865448634401275,0.943895782243037,0.552427862427807,1,1,0.974901490209716
" g__Selenomonas",-0.1,3.67256362072856,1.68486861291158,3.14370311459827,0.0455861404482221,0.0550825916380336,0.0232431069078107,0.940346625579225,0.933915354593418,0.679673914997898
" g__Dialister",-0.1,0.784017690187834,-1.20367731762915,0.255157184057543,0.934379634135248,0.999559438217574,0.720514618359818,1,1,0.996263622314499
" g__Moryella",-0.1,1.45365710654458,-0.534037901272404,0.924796600414285,0.984313386175312,0.999911095409384,0.790717090123346,1,1,0.999906134193466
" g__Parvimonas",-0.1,-0.199577654440425,-2.1872726622574,-0.728438160570715,0.587708394506463,0.74794363775867,0.373768110155406,0.993392665985055,0.999993777557774,0.873308306626746
" g__Tannerella",-0.1,1.23816522643168,-0.749529781385303,0.709304720301386,0.987374629140011,0.998878668458973,0.810828247776032,1,1,0.9996515082215
" g__Mogibacterium",-0.1,-0.0626665611291264,-2.05036156894611,-0.591527067259417,0.626417668299726,0.725277366217188,0.397694101839571,0.995078162966177,0.998889967219747,0.886297412872906
" g__Bulleidia",-0.1,0.559947205793896,-1.42774780202308,0.0310866996636058,0.862397298244345,0.989287787182676,0.585815532005547,0.999833557169678,1,0.976409201391507
" g__Atopobium",-0.1,1.58853659915438,-0.399158408662601,1.05967609302409,0.971266155979516,1,0.764686326248544,1,1,0.999941712574825
" g__Peptostreptococcus",-0.1,1.52713127135337,-0.460563736463611,0.998270765223079,0.973886606981028,0.99964989157274,0.785486041723145,1,1,0.999906134193466
" g__Corynebacterium",-0.1,0.565867494270894,-1.42182751354609,0.0370069881406042,0.928619707285653,0.984280632991537,0.549758276075146,1,1,0.996943261221127
" g__Mycoplasma",-0.1,1.11452085059504,-0.873174157221942,0.585660344464748,0.933942780885603,0.953199934494619,0.755932425178194,0.999583714625913,0.999991759263833,0.987422869986307
" g__Treponema",-0.1,1.65077464679706,-0.336920361019915,1.12191414066677,0.934376615849936,0.941485296970011,0.738452073116956,1,1,0.999859984195893
" g__Cardiobacterium",-0.1,2.46110181689889,0.47340680908191,1.9322413107686,0.687998348091506,0.9828584013363,0.426976600992723,1,1,0.999912868960872
" g__Shuttleworthia",-0.1,0.663725187877746,-1.32396981993923,0.134864681747456,0.856075651319058,0.888361384136987,0.651277074552643,0.998775419392797,0.999641110049475,0.970018691185456
" g__Schwartzia",-0.1,3.80555537887164,1.81786037105466,3.27669487274135,0.196588823270814,0.1429259421689,0.112879821220704,0.911820445166553,0.907564202339058,0.792372439135706
" g__TG5",-0.1,1.67603107004779,-0.311663937769194,1.1471705639175,0.890244152421066,0.913270818254443,0.699272871628855,1,1,0.998665224306105
" g__Lachnoanaerobaculum",-0.1,1.33467294114296,-0.653022066674016,0.805812435012674,0.975119200093582,0.992525974793488,0.795443775862077,1,1,0.999578486905059
"other",-0.1,0.0802407184372056,-1.90745428937977,-0.448619787693085,0.186508476714217,0.161120485364695,0.0932556511905775,0.984490920253155,0.910212269699563,0.564201868265322
" g__Streptococcus",-0.09,-0.700868083133248,-2.67856309095023,-1.21972858926354,0.000778831602696671,0.00113541873159429,0.000389417640019075,0.0147978004512368,0.0215729559002915,0.00739893516036242
" g__Haemophilus",-0.09,-0.583472096406784,-2.56116710422376,-1.10233260253707,2.94234681854212e-05,4.9327505094618e-05,1.47117350507168e-05,0.001118091791046,0.00187444519359549,0.000559045931927239
" g__Neisseria",-0.09,-0.543682239575545,-2.52137724739252,-1.06254274570584,0.445518225116124,0.329986102268284,0.265004223544953,0.999500689006979,0.999660035967615,0.858156471276305
" g__Veillonella",-0.09,0.521778161179262,-1.45591684663772,0.0029176550489719,0.987353043603339,0.999985179110568,0.5036957543819,1,1,0.999376638964924
" g__Porphyromonas",-0.09,-0.00106212235393732,-1.97875713017092,-0.519922628484227,0.314583029963055,0.297407454520351,0.157545593632766,0.999531029153905,0.998724822074607,0.694617195213709
" g__Prevotella",-0.09,0.426294182052186,-1.55140082576479,-0.0925663240781037,0.886344679365898,0.89906797499416,0.454029456465473,1,1,0.998990401021924
" g__Fusobacterium",-0.09,0.973420895611548,-1.00427411220543,0.454560389481258,1,1,0.916423280307446,1,1,0.999953642974457
" g__Aggregatibacter",-0.09,0.139060365089286,-1.83863464272769,-0.379800141041004,0.787171937527225,0.871388109976438,0.536087759384089,1,1,0.987264902351548
" g__Abiotrophia",-0.09,-0.57013118529746,-2.54782619311444,-1.08899169142775,0.395412398981873,0.210674412382676,0.23149176555997,0.968734905297813,0.92186591187433,0.746888576432089
" g__Actinobacillus",-0.09,-2.04767301743052,-4.0253680252475,-2.56653352356081,0.113627505582026,0.042102544919158,0.0659854318716205,0.736015451040907,0.390032982364274,0.433575765317555
" g__Rothia",-0.09,-0.14373563286966,-2.12143064068664,-0.66259613899995,0.10668451380371,0.0812215255966011,0.0533470853380311,0.833561396844744,0.612985704096237,0.432369075648337
" g__[Prevotella]",-0.09,-0.979984250573382,-2.95767925839036,-1.49884475670367,0.00952021835111322,0.0159353509070559,0.0047633552884748,0.120473081349893,0.196485983362946,0.0602941800608092
" g__Capnocytophaga",-0.09,0.93301745053104,-1.04467755728594,0.41415694440075,1,1,0.845015768575506,1,1,0.999883641786926
" g__Leptotrichia",-0.09,1.38463228705107,-0.593062720765905,0.865771780920784,1,1,0.962982267358673,1,1,1
" g__Campylobacter",-0.09,1.58281277805225,-0.394882229764733,1.06395227192196,1,1,0.846083149758729,1,1,0.999883641786926
" g__Lautropia",-0.09,-0.566954163418477,-2.54464917123546,-1.08581466954877,0.267871624612465,0.303440086408409,0.140971457013839,0.992125812042993,0.990152687825832,0.661452282873326
" g__Actinomyces",-0.09,0.659381541652444,-1.31831346616454,0.140521035522153,0.998542676004455,0.999248402008257,0.659813559237395,1,1,0.999763222419891
" g__Oribacterium",-0.09,0.977808116974743,-0.999886890842236,0.458947610844453,0.999970630762536,1,0.823108367685688,1,1,0.999883641786926
" g__Kingella",-0.09,1.10909862391466,-0.868596383902319,0.590238117784371,0.964896730257092,0.98414513710221,0.792191679804849,1,1,0.997333067185881
" g__Catonella",-0.09,0.562458550967155,-1.41523645684982,0.0435980448368648,0.869441811517389,0.945608170035293,0.561787434885397,1,1,0.979690117627789
" g__Selenomonas",-0.09,3.6714773834865,1.69378237566952,3.15261687735621,0.0457701570617913,0.0557775805828568,0.0233642902046661,0.925809882162276,0.922207340415814,0.668591823388552
" g__Dialister",-0.09,0.846133106897301,-1.13156190091968,0.327272600767011,0.942995554207546,0.999618780419704,0.732638079623007,1,1,0.998267144191639
" g__Moryella",-0.09,1.47286571385274,-0.504829293964236,0.954005207722453,0.98559760920616,0.999955558077681,0.794461736790829,1,1,0.999785865042223
" g__Parvimonas",-0.09,-0.161931944925287,-2.13962695274227,-0.680792451055577,0.60059191573995,0.764176085361893,0.38173431129971,0.993309252603574,0.999551798247785,0.88451939411295
" g__Tannerella",-0.09,1.21846584958202,-0.75922915823496,0.699605343451729,0.989487992651687,0.998173764294656,0.811079392281661,1,1,0.999475797982896
" g__Mogibacterium",-0.09,-0.102179946682318,-2.0798749544993,-0.621040452812608,0.614220573906675,0.730976955268829,0.384514951618436,0.990814914986694,0.99828704940678,0.883276676553342
" g__Bulleidia",-0.09,0.542205094381419,-1.43548991343556,0.0233445882511291,0.864140606035472,0.987473168452559,0.587470673062134,0.999946250171843,1,0.979499313284621
" g__Atopobium",-0.09,1.54604536114328,-0.431649646673697,1.02718485501299,0.97221863522975,0.999807649332895,0.76813910891089,1,1,0.999808576007821
" g__Peptostreptococcus",-0.09,1.50758688904922,-0.470108118767758,0.988726382918932,0.972820388899304,0.999483570761641,0.779526082529462,1,1,0.999838783860553
" g__Corynebacterium",-0.09,0.579779146229813,-1.39791586158717,0.0609186400995224,0.931726640547592,0.986130303612134,0.558240716287727,1,1,0.997753026067235
" g__Mycoplasma",-0.09,1.1990031087634,-0.778691899053578,0.680142602633111,0.93547274457698,0.96092610138554,0.766956409834236,1,1,0.991532776345244
" g__Treponema",-0.09,1.6956806493678,-0.282014358449183,1.17682014323751,0.913143456726597,0.927109803655381,0.712554133643249,1,1,0.999897176659615
" g__Cardiobacterium",-0.09,2.51472644364055,0.537031435823572,1.99586593751026,0.673779038352908,0.978238216558687,0.413781472378376,1,1,0.999910972749941
" g__Shuttleworthia",-0.09,0.6109982787054,-1.36669672911158,0.0921377725751095,0.858323518222856,0.891819715865294,0.64776887318205,0.999474027228101,1,0.974144751103258
" g__Schwartzia",-0.09,3.82815058143493,1.85045557361795,3.30929007530464,0.194299199674347,0.135278343577304,0.112109817496904,0.90091823714568,0.900358533699627,0.77655799945335
" g__TG5",-0.09,1.62551246814025,-0.352182539676729,1.10665196200996,0.890139281130847,0.908142760954155,0.706413887043302,0.99994993903763,1,0.998554557735761
" g__Lachnoanaerobaculum",-0.09,1.34952225643483,-0.628172751382154,0.830661750304536,0.973490330868487,0.991325350487644,0.786215358567153,1,1,0.999306996113293
"other",-0.09,0.0805574680701457,-1.89713753974683,-0.438303038060144,0.196722347775265,0.169761802403835,0.0983627128745751,0.990344099242808,0.934185666191523,0.584060341145787
" g__Streptococcus",-0.08,-0.700663435101049,-2.66835844291803,-1.20952394123134,0.000851473286928279,0.00122963107813249,0.000425738652203443,0.016177760040682,0.0233629904845174,0.0080889205183852
" g__Haemophilus",-0.08,-0.585089065165057,-2.55278407298204,-1.09394957129535,3.32033242793938e-05,5.38080571884902e-05,1.66016632041796e-05,0.00126172632261696,0.00204470617316263,0.000630863201758825
" g__Neisseria",-0.08,-0.568133187525433,-2.53582819534241,-1.07699369365572,0.445321002066771,0.337550890073123,0.264305623597443,0.999890080178166,0.999765866274307,0.858422015330306
" g__Veillonella",-0.08,0.522689336977948,-1.44500567083903,0.0138288308476573,0.994131262683441,1,0.514659820813681,1,1,0.999721826539569
" g__Porphyromonas",-0.08,0.00115981043753832,-1.96653519737944,-0.507700695692752,0.324869054790977,0.304261844130367,0.162702705440606,0.999758355324765,0.999239959204851,0.714599761553972
" g__Prevotella",-0.08,0.426528859271827,-1.54116614854515,-0.0823316468584629,0.89796217143222,0.908442304178315,0.460244903123888,1,1,0.999275070892154
" g__Fusobacterium",-0.08,0.973827260444803,-0.993867747372176,0.464966754314513,1,1,0.921193259396361,1,1,0.99999690288492
" g__Aggregatibacter",-0.08,0.178096724265073,-1.78959828355191,-0.330763781865217,0.795361399930792,0.884003914052162,0.546422900109727,1,1,0.9876131726818
" g__Abiotrophia",-0.08,-0.540238146587261,-2.50793315440424,-1.04909865271755,0.402841330628129,0.221341739569977,0.235089791271061,0.979214401909011,0.941446518293307,0.769462598101164
" g__Actinobacillus",-0.08,-2.03896181334003,-4.00665682115701,-2.54782231947032,0.121595122971288,0.0443100312988085,0.0712915250762937,0.760779288594283,0.410329587689815,0.455938084836275
" g__Rothia",-0.08,-0.140592662106404,-2.10828766992338,-0.649453168236694,0.114195300629005,0.0854115146694438,0.0571030011542509,0.876635843950123,0.64468645159454,0.462460086877063
" g__[Prevotella]",-0.08,-0.976484145641182,-2.94417915345816,-1.48534465177147,0.0101521160842582,0.0164993973335247,0.00507950115543132,0.128592964643806,0.204953629668404,0.0643403479687968
" g__Capnocytophaga",-0.08,0.930835614901101,-1.03685939291588,0.421975108770811,1,1,0.847764944907575,1,1,0.999984254278895
" g__Leptotrichia",-0.08,1.38393343340875,-0.583761574408231,0.875072927278459,1,1,0.961072131252518,1,1,1
" g__Campylobacter",-0.08,1.58256595779605,-0.385129050020929,1.07370545166576,1,1,0.841410007859092,1,1,0.999984254278895
" g__Lautropia",-0.08,-0.556788534105066,-2.52448354192205,-1.06564904023536,0.275231399488704,0.314525071905939,0.144675184728365,0.996103220170811,0.99271882735452,0.677849387411263
" g__Actinomyces",-0.08,0.653805208746801,-1.31388979907018,0.144944702616511,0.99971555549561,0.999748207253942,0.668935650014839,1,1,0.999853860114173
" g__Oribacterium",-0.08,0.980588023275341,-0.987106984541639,0.471727517145051,1,1,0.830191889931402,1,1,0.999993187574761
" g__Kingella",-0.08,1.09514544341319,-0.872549564403787,0.586284937282903,0.971271084080737,0.986231251946183,0.800886530624003,1,1,0.998481132114947
" g__Catonella",-0.08,0.578227719658161,-1.38946728815882,0.0693672135278705,0.881003816601693,0.95194903647414,0.579868317093038,1,1,0.981862501359461
" g__Selenomonas",-0.08,3.66178424408368,1.6940892362667,3.15292373795339,0.0437934219849238,0.0512544871643542,0.0223286659959573,0.920395141360619,0.916656429533494,0.651784330861227
" g__Dialister",-0.08,0.788332073412567,-1.17936293440441,0.279471567282277,0.942967701160579,0.99942688390483,0.726906879559966,1,1,0.998495227325972
" g__Moryella",-0.08,1.48513384801429,-0.482561159802691,0.976273341883998,0.980414536528198,0.999837111844557,0.781954887666372,1,1,0.999984254278895
" g__Parvimonas",-0.08,-0.193996728432497,-2.16169173624948,-0.702857234562787,0.603520785300413,0.771083042586034,0.383322406078225,0.995175586272104,0.999933852652766,0.887741468244757
" g__Tannerella",-0.08,1.21400261003335,-0.753692397783631,0.705142103903058,0.988240451277179,0.998803874712998,0.798386385859194,1,1,0.999452337850571
" g__Mogibacterium",-0.08,-0.0910734495821668,-2.05876845739915,-0.599933955712457,0.619092827079392,0.738345072392064,0.392567445161057,0.99319762975899,0.998138675298684,0.886009966283084
" g__Bulleidia",-0.08,0.530172209752307,-1.43752279806467,0.0213117036220163,0.855727742863201,0.989528172233335,0.586057604238588,1,1,0.979841906419362
" g__Atopobium",-0.08,1.56271606211911,-0.40497894569787,1.05385555598882,0.97508988431315,1,0.773167515966861,1,1,0.999984254278895
" g__Peptostreptococcus",-0.08,1.52174913836682,-0.44594586945016,1.01288863223653,0.975989567663289,0.999195758620573,0.782420738503385,1,1,0.999868778319444
" g__Corynebacterium",-0.08,0.573194288107117,-1.39450071970986,0.0643337819768266,0.936495114892643,0.990713826198855,0.56440202183258,1,1,0.998064318986803
" g__Mycoplasma",-0.08,1.16026821991707,-0.807426787899912,0.651407713786778,0.937584951610598,0.956971074328344,0.767360185896445,0.999689995882745,0.999866630666037,0.988209607051181
" g__Treponema",-0.08,1.68615802820082,-0.281536979616155,1.17729752207053,0.923510244382362,0.936528533289865,0.720060725479995,1,1,0.999882718739029
" g__Cardiobacterium",-0.08,2.45158438096183,0.483889373144849,1.94272387483154,0.679356547247272,0.978038051658947,0.414142907275198,1,1,0.999950052926305
" g__Shuttleworthia",-0.08,0.635907734446473,-1.33178727337051,0.127047228316183,0.85759147267924,0.899956368714674,0.6489537039657,0.999945488092063,0.999871657118942,0.978986725509069
" g__Schwartzia",-0.08,3.83098140249532,1.86328639467834,3.32212089636503,0.190383430420738,0.138598965196652,0.10844381101343,0.897850661743468,0.901445445019426,0.771882525011431
" g__TG5",-0.08,1.63234737489035,-0.335347632926629,1.12348686876006,0.894440099755404,0.910636461894889,0.709023110199276,0.99983319063103,1,0.998702468613704
" g__Lachnoanaerobaculum",-0.08,1.4039921490526,-0.563702858764379,0.89513164292231,0.973390556797604,0.990223818511198,0.78012464654033,1,1,0.99984178299092
"other",-0.08,0.0809341423566368,-1.88676086546034,-0.427926363773653,0.207612828673301,0.180332251311676,0.103808121783128,0.995949678600342,0.959252647942959,0.613674699430221
" g__Streptococcus",-0.07,-0.698810044580753,-2.65650505239773,-1.19767055071104,0.000924822906975865,0.00133142356216279,0.000462413621889088,0.0175688673440935,0.025297047681093,0.00878447748637355
