"","j","median.effect","median.effect.l","median.effect.u","ctt.pval","cwt.pval","gtt.pval","ctt.pval.BH.adj","cwt.pval.BH.adj","gtt.pval.BH.adj"
" g__Kingella",1.69,1.05937202287524,0.861677015058263,2.32051151674495,0.541696314341991,0.61925027529845,0.333833700911769,0.889606896853306,0.929736599457949,0.591673099524262
" g__Catonella",1.69,0.563194575700816,0.365499567883837,1.82433406957053,0.627151241029381,0.602803180476408,0.351182618651883,0.916674509385834,0.902439035025861,0.608794088202496
" g__Selenomonas",1.69,3.66010196467769,3.46240695686071,4.9212414585474,0.000448920200983654,3.82212435844064e-06,0.00024181331636401,0.00767384217265206,0.000143907616084431,0.00391527364846436
" g__Dialister",1.69,0.803772526650263,0.606077518833284,2.06491202051997,0.634278743893098,0.433019024593366,0.398886440187987,0.927549789867013,0.799804730000183,0.654674478856586
" g__Moryella",1.69,1.48665791413342,1.28896290631644,2.74779740800313,0.229279891443203,0.036219269788522,0.125448038361636,0.602053275023458,0.192972220691483,0.333745252042113
" g__Parvimonas",1.69,-0.195130993177078,-0.392826000994058,1.06600850069263,0.936378643807187,0.909405997191158,0.73361390939414,0.995003161021789,0.995727161639251,0.900147085017059
" g__Tannerella",1.69,1.22582111400339,1.02812610618641,2.4869606078731,0.293871734997185,0.185350868694951,0.159989640334801,0.669057123455163,0.478886322858738,0.380336107053587
" g__Mogibacterium",1.69,-0.0374422519845181,-0.235137259801498,1.22369724188519,0.9101026409959,0.828950556849808,0.681724803371472,0.993684829251077,0.974105305795183,0.868148045634059
" g__Bulleidia",1.69,0.54172100566003,0.34402599784305,1.80286049952974,0.685247909727104,0.405666879782919,0.422063665147086,0.932640773364779,0.747243809380453,0.669445310137729
" g__Atopobium",1.69,1.55998550727534,1.36229049945836,2.82112500114505,0.257057366042519,0.0460552798902656,0.143466289748273,0.658126955628693,0.226347634285168,0.366880090896299
" g__Peptostreptococcus",1.69,1.50291921186857,1.30522420405159,2.76405870573828,0.28762042258247,0.0958272981322848,0.16209571115763,0.691007493838797,0.346327741528033,0.392286071501824
" g__Corynebacterium",1.69,0.576469456545501,0.378774448728522,1.83760895041521,0.615329762721244,0.481709765191308,0.329605015755123,0.946254178352585,0.857381011566166,0.597677604300489
" g__Mycoplasma",1.69,1.22178467126282,1.02408966344584,2.48292416513253,0.463057071125807,0.478128934500758,0.297740015944355,0.780635344906766,0.764274509728863,0.523206832961111
" g__Treponema",1.69,1.68380727171614,1.48611226389916,2.94494676558585,0.335641061792406,0.228186714126541,0.204323474396368,0.72224520169542,0.548492962791233,0.439145826593671
" g__Cardiobacterium",1.69,2.48735657672121,2.28966156890423,3.74849607059092,0.0792533697252557,0.0849355648551436,0.0433878197150739,0.357361646655802,0.327152802371582,0.190256015808012
" g__Shuttleworthia",1.69,0.654599734760279,0.456904726943299,1.91573922862999,0.692194348660196,0.733828654486632,0.478227596354267,0.927494125761531,0.932666531453488,0.705679883849524
" g__Schwartzia",1.69,3.83134125289611,3.63364624507913,5.09248074676581,0.0169933545075913,0.00527376306187597,0.00941430227430364,0.098623882017315,0.0402260993056477,0.0523461621728327
" g__TG5",1.69,1.68557803246726,1.48788302465028,2.94671752633697,0.351975424099921,0.33564716560126,0.216984530400993,0.706619192994654,0.643993302917189,0.443075650312341
" g__Lachnoanaerobaculum",1.69,1.38859347839964,1.19089847058267,2.64973297226935,0.334265649436947,0.160444418165098,0.191437725288925,0.711958081933462,0.44856730679061,0.420678151083768
"other",1.69,0.0809601512091067,-0.116734856607873,1.34209964507882,1,1,0.636391400003902,1,1,0.895125924627899
" g__Streptococcus",1.7,-0.700967499649674,-0.888662507466653,0.570171994220036,1,1,0.959892959027379,1,1,0.999801034868622
" g__Haemophilus",1.7,-0.583954577258685,-0.771649585075664,0.687184916611025,1,1,0.998552653551151,1,1,0.999957965634076
" g__Neisseria",1.7,-0.551603878320602,-0.739298886137581,0.719535615549108,0.997084619410037,1,0.878296939528493,1,1,0.979528969836952
" g__Veillonella",1.7,0.522202717600581,0.334507709783601,1.79334221147029,0.369041498177772,0.179459202170944,0.184537013873823,0.835745605703412,0.488006292971804,0.432903417910672
" g__Porphyromonas",1.7,0.00045673929690615,-0.187238268520073,1.27159623316662,1,1,0.652749805676188,1,1,0.897986184991934
" g__Prevotella",1.7,0.426018372215417,0.238323364398438,1.69715786608513,0.712040126698908,0.844597354074386,0.362411341568151,0.999964059629863,1,0.638437193692943
" g__Fusobacterium",1.7,0.973952929169421,0.786257921352442,2.24509242303913,0.0216658159482054,0.00931657794725261,0.0108329632783957,0.166548665457071,0.0718355105893335,0.0836899275700883
" g__Aggregatibacter",1.7,0.176603306522227,-0.011091701294752,1.44774280039194,0.906431975892158,0.862772494793916,0.672957632065737,0.997285376296918,0.999721330522951,0.877558620005275
" g__Abiotrophia",1.7,-0.585603546429805,-0.773298554246785,0.685535947439905,0.987507163620145,0.99866990210411,0.817596889014846,0.999814926030989,1,0.956617466186181
" g__Actinobacillus",1.7,-2.04891592987264,-2.23661093768962,-0.777776436002934,0.620342024454729,0.697373033068006,0.396072736616995,1,1,0.996928396030725
" g__Rothia",1.7,-0.141900767971564,-0.329595775788543,1.12923872589815,1,1,0.797437755250385,1,1,0.961461757311315
" g__[Prevotella]",1.7,-0.982355345361652,-1.17005035317863,0.288784148508058,1,1,0.721653209494565,1,1,0.927588198826893
" g__Capnocytophaga",1.7,0.923865097089447,0.736170089272468,2.19500459095916,0.0851605435847344,0.155816655971758,0.0425854423830377,0.407294929321369,0.45143758975891,0.207298466214411
" g__Leptotrichia",1.7,1.38192183631677,1.19422682849979,2.65306133018648,0.0012107639905855,0.00144908787990904,0.000605385785110109,0.0158997867750977,0.0171499280467293,0.00796985644598934
" g__Campylobacter",1.7,1.58339141582168,1.3956964080047,2.85453090969139,0.00108924395905726,0.00108941669848853,0.00054463891271363,0.0149389753070227,0.0141807294687044,0.00748641031496707
" g__Lautropia",1.7,-0.557669117071518,-0.745364124888497,0.713470376798192,0.998973068603111,1,0.893710087743554,1,1,0.984030674461704
" g__Actinomyces",1.7,0.6470567968621,0.459361789045121,1.91819629073181,0.168883692905311,0.187961078507319,0.0844429531261786,0.568443840098208,0.495002047919335,0.291155346230606
" g__Oribacterium",1.7,0.971247734039115,0.783552726222136,2.24238722790883,0.239928544288107,0.200969497178239,0.120926641644175,0.674966415772252,0.51161844016053,0.349135567705645
" g__Kingella",1.7,1.03027202566321,0.842577017846234,2.30141151953292,0.544791236085909,0.615221425599993,0.335614034517011,0.888302257704019,0.930023783452311,0.592111856302099
" g__Catonella",1.7,0.543550498900718,0.355855491083739,1.81468999277043,0.635889964683182,0.599181714598941,0.365158596527157,0.912214424337274,0.895848369233857,0.614792207686408
" g__Selenomonas",1.7,3.66216699911081,3.47447199129384,4.93330649298052,0.000457614403187059,3.38306827810503e-06,0.00023837192404603,0.0079105102567204,0.000128115701794896,0.00405610985232046
" g__Dialister",1.7,0.813088962741148,0.625393954924168,2.08422845661086,0.629293800860446,0.425356430629853,0.400236873094707,0.92861730249053,0.79150178724722,0.650911633090587
" g__Moryella",1.7,1.46751509082334,1.27982008300636,2.73865458469305,0.219582669874105,0.0353952396783399,0.118839433569764,0.598218110306931,0.1883957148565,0.326569534938836
" g__Parvimonas",1.7,-0.200136125809094,-0.387831133626074,1.07100336806062,0.927502582291062,0.907437917683523,0.725688880191317,0.99548869925868,0.99501085836694,0.893296358600552
" g__Tannerella",1.7,1.25042260015253,1.06272759233555,2.52156209402224,0.285657036808988,0.177749742662541,0.155976269646125,0.66251462869635,0.466199529074797,0.373427809546093
" g__Mogibacterium",1.7,-0.0610826924022021,-0.248777700219181,1.21005680146751,0.901600103958804,0.825610693391611,0.680044692959826,0.988309560482688,0.972758457294104,0.862502779145073
" g__Bulleidia",1.7,0.581335303743471,0.393640295926492,1.85247479761318,0.657291962900413,0.401435611323138,0.408812358083736,0.919243651498624,0.739280877244935,0.649205562362003
" g__Atopobium",1.7,1.57844604850778,1.3907510406908,2.84958554237749,0.245324366422093,0.0441517843262197,0.136865964281147,0.643141563670264,0.217559897062021,0.356243261303467
" g__Peptostreptococcus",1.7,1.47840278824857,1.29070778043159,2.74954228211828,0.293633575904296,0.0941321741007056,0.165708272635646,0.697294765061196,0.340116296619918,0.394971821971406
" g__Corynebacterium",1.7,0.563261768371748,0.375566760554769,1.83440126224146,0.610716080891684,0.472790840359972,0.326900213089061,0.942347585934478,0.84756137870948,0.589827472565545
" g__Mycoplasma",1.7,1.15567624085046,0.967981233033482,2.42681573472017,0.476883859219554,0.497818866428166,0.303346335820846,0.784997825305671,0.778246467613049,0.529642029153788
" g__Treponema",1.7,1.67629403660976,1.48859902879278,2.94743353047947,0.336495872422308,0.229950072791428,0.204954604729796,0.719863610526338,0.549955328100079,0.436044125807602
" g__Cardiobacterium",1.7,2.43188037368609,2.24418536586911,3.7030198675558,0.0807206614091355,0.0879069188831797,0.043699774931448,0.366966751894757,0.330087424984738,0.194080857472774
" g__Shuttleworthia",1.7,0.573812863873613,0.386117856056634,1.84495235774332,0.706150521940911,0.735771614931574,0.491762546445293,0.925804206086346,0.932187197648429,0.715494765336673
" g__Schwartzia",1.7,3.80620956730069,3.61851455948371,5.0773490611704,0.0169564764366578,0.00579330483564769,0.00931263619167623,0.10079423177678,0.0425317482489715,0.0534343239344957
" g__TG5",1.7,1.63991748135316,1.45222247353618,2.91105697522287,0.365543381832769,0.346855968413809,0.2288591045679,0.714702827074746,0.652094855091468,0.453610274110909
" g__Lachnoanaerobaculum",1.7,1.36493468188439,1.17723967406741,2.6360741757541,0.334074794064145,0.160742129211702,0.192695714850798,0.712903869317909,0.446229462405731,0.420199448928237
"other",1.7,0.0810443528598026,-0.106650654957177,1.35218384672951,1,1,0.625647198810547,1,1,0.888370296144275
" g__Streptococcus",1.71,-0.698778573768217,-0.876473581585196,0.582360920101493,1,1,0.963382891863907,1,1,0.999843757208218
" g__Haemophilus",1.71,-0.583721733995326,-0.761416741812305,0.697417759874384,1,1,0.998880558106844,1,1,0.999964549503467
" g__Neisseria",1.71,-0.566640648829551,-0.74433565664653,0.714498845040159,0.996718369966842,1,0.879243595646586,1,1,0.980897544543637
" g__Veillonella",1.71,0.523035852379323,0.345340844562344,1.80417534624903,0.354988652766757,0.170127698576225,0.177509455954494,0.812546698716979,0.46601152142188,0.420551559666399
" g__Porphyromonas",1.71,-0.000752666282946013,-0.178447674099925,1.28038682758676,1,1,0.644577618421588,1,1,0.892140113213004
" g__Prevotella",1.71,0.427620619588002,0.249925611771022,1.70876011345771,0.700051971351317,0.825709595267282,0.356170080728904,0.999907148561733,1,0.630331859252648
" g__Fusobacterium",1.71,0.97360126937536,0.795906261558381,2.25474076324507,0.0200117416389215,0.0086865208129648,0.0100059204799431,0.153909075825977,0.0670266744650927,0.0772635860062565
" g__Aggregatibacter",1.71,0.124753603977962,-0.0529414038390175,1.40589309784767,0.913901636983152,0.858687494127033,0.681222672861785,0.998647791209999,0.999539397769626,0.884096034838626
" g__Abiotrophia",1.71,-0.589355564175092,-0.767050571992071,0.691783929694618,0.986012042330515,0.998731820001647,0.818588918184394,1,1,0.95448173996908
" g__Actinobacillus",1.71,-2.03360674366952,-2.2113017514865,-0.752467249799811,0.629951626797104,0.699543343475238,0.402259112645969,1,1,0.997264699021351
" g__Rothia",1.71,-0.14383031910754,-0.32152532692452,1.13730917476217,1,1,0.789813541964633,1,1,0.958143232595696
" g__[Prevotella]",1.71,-0.982048047091328,-1.15974305490831,0.299091446778381,1,0.999970358221136,0.726417929508213,1,1,0.929216769502348
" g__Capnocytophaga",1.71,0.933321153509085,0.755626145692105,2.21446064737879,0.080183147629164,0.146808064006214,0.0400963458212834,0.390570246712282,0.429865902285343,0.198199607382855
" g__Leptotrichia",1.71,1.38386142133579,1.20616641351881,2.6650009152055,0.00112060004509171,0.00135431869271263,0.000560303488460451,0.0147230171412162,0.0161965703422798,0.0073793162798981
" g__Campylobacter",1.71,1.58093586242004,1.40324085460306,2.86207535628975,0.00103343384732926,0.00107422701312881,0.000516732806157327,0.0139600123086136,0.0137735348939488,0.00699940158507204
" g__Lautropia",1.71,-0.563223165511489,-0.740918173328469,0.717916328358221,0.999477494411632,1,0.894283494826505,1,1,0.98297802956295
" g__Actinomyces",1.71,0.648326774297841,0.470631766480861,1.92946626816755,0.161082955140601,0.179953306192538,0.0805425050541165,0.547979369037036,0.474191369339847,0.280424322094235
" g__Oribacterium",1.71,0.978997972564627,0.801302964747647,2.26013746643434,0.229997756386611,0.192267648332364,0.115871695163433,0.656899609189967,0.492433409096235,0.338999901429727
" g__Kingella",1.71,1.05220197653264,0.874506968715656,2.33334147040235,0.536259870197182,0.599173969115845,0.333441907062514,0.877858837618706,0.916706063505104,0.582632609342106
" g__Catonella",1.71,0.543672252776957,0.365977244959977,1.82481174664667,0.627042650138695,0.595272899041008,0.352781144228894,0.908918791457932,0.893616694979396,0.605220348431278
" g__Selenomonas",1.71,3.630933428211,3.45323842039402,4.91207292208071,0.000361148702453618,3.52379487875158e-06,0.000187816886780705,0.00664461917061728,0.000132692477290766,0.00338467518091099
" g__Dialister",1.71,0.817061279822467,0.639366272005488,2.09820077369218,0.6197932716453,0.427850367625535,0.394515941770312,0.914412291210986,0.782348878299067,0.64195570755393
" g__Moryella",1.71,1.46082437076641,1.28312936294943,2.74196386463612,0.224178967361693,0.03410576511072,0.122889051943261,0.590374933643385,0.181429452412188,0.326442863934582
" g__Parvimonas",1.71,-0.177837080160982,-0.355532087977962,1.10330241370873,0.934436681840021,0.907428083258547,0.727294073573836,0.996127538335412,0.995447560532542,0.896429514066343
" g__Tannerella",1.71,1.27657064954047,1.09887564172349,2.55771014341018,0.276855169348993,0.175207569077407,0.150192251504192,0.652334768790788,0.452562028907194,0.365990295187887
" g__Mogibacterium",1.71,-0.119151264162307,-0.296846271979286,1.1619882297074,0.907511441302934,0.832551872910045,0.692271329921115,0.990422379500861,0.974293408371273,0.869328785589822
" g__Bulleidia",1.71,0.574648237127674,0.396953229310694,1.85578773099738,0.660812948818896,0.392553579017941,0.406409025162882,0.920121229805952,0.728110441062213,0.649287783408824
" g__Atopobium",1.71,1.54123929320886,1.36354428539188,2.82237878707857,0.255798665624766,0.0425858738928415,0.143597468049871,0.645253672563522,0.210707492102572,0.361852550705969
" g__Peptostreptococcus",1.71,1.50719425142584,1.32949924360886,2.78833374529555,0.280862022944097,0.0896041779802532,0.158673529289449,0.674789995163738,0.326821792200711,0.381513763096808
" g__Corynebacterium",1.71,0.582589903533393,0.404894895716414,1.8637293974031,0.595457860403556,0.459718787079379,0.319441423733786,0.931324023763983,0.832493229950814,0.577797755893135
" g__Mycoplasma",1.71,1.20129633630274,1.02360132848576,2.48243583017245,0.473181327412768,0.484049994274476,0.299662001778679,0.783406506395314,0.764338789609733,0.524653531989911
" g__Treponema",1.71,1.69579674742218,1.5181017396052,2.97693624129189,0.337548598244608,0.22363765368223,0.205762451699797,0.716437188610384,0.535353453809143,0.436125607630449
" g__Cardiobacterium",1.71,2.4567913628978,2.27909635508082,3.73793085676751,0.080284056251941,0.0829358773324813,0.0436278255265161,0.354026871047326,0.313485590129624,0.18740515859951
" g__Shuttleworthia",1.71,0.61640465992569,0.438709652108711,1.8975441537954,0.695167982289463,0.716299492342447,0.478923209512387,0.925545623282995,0.929743597144998,0.703753142974626
" g__Schwartzia",1.71,3.82244385333786,3.64474884552088,5.10358334720757,0.0164597023708228,0.00489162864887341,0.00913363771621223,0.0937865535201523,0.0380780321434817,0.0497824447507329
" g__TG5",1.71,1.59213386846903,1.41443886065205,2.87327336233874,0.365439970457033,0.351156907933729,0.228066245743488,0.709381159256528,0.649945927402614,0.449298049871253
" g__Lachnoanaerobaculum",1.71,1.3588397714622,1.18114476364523,2.63997926533191,0.32573167140079,0.156342713180179,0.185767480926214,0.699890994846618,0.431947519078905,0.409563634880191
"other",1.71,0.0804639512574501,-0.0972310565595293,1.36160344512716,1,1,0.614352817526309,1,1,0.880187618163558
" g__Streptococcus",1.72,-0.700250003403492,-0.867945011220471,0.590889490466218,1,1,0.966281596425183,1,1,0.999842602568537
" g__Haemophilus",1.72,-0.583105872154844,-0.750800879971824,0.708033621714866,1,1,0.999227498338116,1,1,0.999965202774657
" g__Neisseria",1.72,-0.558228750639702,-0.725923758456681,0.732910743230008,0.99830801629414,1,0.883768606005558,1,1,0.979512045097774
" g__Veillonella",1.72,0.522839966610436,0.355144958793456,1.81397946048015,0.3416373848244,0.159992526094555,0.170832663935261,0.79306553200715,0.44372153930084,0.409942351978481
" g__Porphyromonas",1.72,-0.00388357634803738,-0.171578584165017,1.28725591752167,1,1,0.63891942938868,1,1,0.884894902905514
" g__Prevotella",1.72,0.424720181051079,0.257025173234099,1.71585967492079,0.689994860062849,0.813488325939231,0.350908872605729,0.999835772286038,1,0.619971026604688
" g__Fusobacterium",1.72,0.973152807031263,0.805457799214283,2.26429230090097,0.0189256335589332,0.00802158092031583,0.00946286407793059,0.145769513058642,0.0619793200356239,0.0732701688166388
" g__Aggregatibacter",1.72,0.141999316289951,-0.0256956915270283,1.43313881015966,0.910840230674024,0.855653847150129,0.678569836713868,0.997504183675612,0.999092286881523,0.877178767245045
" g__Abiotrophia",1.72,-0.575017112387012,-0.742712120203991,0.716122381482698,0.986400002947707,0.998938315981328,0.820190688891349,1,1,0.955080175196494
" g__Actinobacillus",1.72,-2.05556634421402,-2.223261352031,-0.764426850344313,0.622609553740127,0.702893233539028,0.397134884634694,1,1,0.996653255304837
" g__Rothia",1.72,-0.144798198157846,-0.312493205974826,1.14634129571186,1,1,0.782011558069297,1,1,0.95345838006147
" g__[Prevotella]",1.72,-0.979990815317861,-1.14768582313484,0.311148678551849,1,1,0.736667225674181,1,1,0.931068134456509
" g__Capnocytophaga",1.72,0.926179721738802,0.758484713921823,2.21731921560851,0.0778781768298932,0.142760132986538,0.0389437398087795,0.376371600353231,0.416514101850869,0.19134056798167
" g__Leptotrichia",1.72,1.38337299981367,1.21567799199669,2.67451249368338,0.0010174274947731,0.00129262964642716,0.000508716877825303,0.0134551237731487,0.0154859967591578,0.00674458135568304
" g__Campylobacter",1.72,1.58953682821436,1.42184182039738,2.88067632208407,0.000919776448375465,0.000943885109943447,0.000459901938545583,0.0126287516563378,0.0124752997568262,0.00633016486351343
" g__Lautropia",1.72,-0.555302967630856,-0.722997975447835,0.735836526238854,0.999472183812832,1,0.891222846765136,1,1,0.983318077980379
" g__Actinomyces",1.72,0.657180262048275,0.489485254231296,1.94831975591799,0.147089121559629,0.167176635730871,0.0735454127376229,0.513174462376522,0.449868888780951,0.262909273607356
" g__Oribacterium",1.72,0.983944475571572,0.816249467754592,2.27508396944128,0.222112944792876,0.185161674597303,0.111902339934888,0.639180005125669,0.47420189030609,0.330637592446779
" g__Kingella",1.72,1.09960430336999,0.931909295553011,2.3907437972397,0.522803819089084,0.592007632313541,0.323349925789419,0.872383944064193,0.914762452487667,0.571679620183863
" g__Catonella",1.72,0.56899377321674,0.401298765399761,1.86013326708645,0.611243803674167,0.577290563769681,0.343684599853626,0.909672440070057,0.882986276618021,0.589998932111062
" g__Selenomonas",1.72,3.65566777399799,3.48797276618102,4.9468072678677,0.000362553271285533,3.22381836479477e-06,0.000187840938704629,0.0064583118246517,0.000122317209516684,0.00330054999117789
" g__Dialister",1.72,0.82016563269806,0.65247062488108,2.11130512656777,0.61571222134233,0.415951043390386,0.387711531438754,0.913754599522666,0.769154572830601,0.6331149404321
" g__Moryella",1.72,1.47245687884841,1.30476187103143,2.76359637271812,0.224287085083541,0.0328341682915325,0.122779407506747,0.582129114807622,0.175441165773305,0.320978188676013
" g__Parvimonas",1.72,-0.174570629038046,-0.342265636855025,1.11656886483166,0.928985606369231,0.896425364464144,0.726966161425398,0.994224571710113,0.994479451589084,0.891467184604606
" g__Tannerella",1.72,1.24502747647698,1.07733246866,2.53616697034669,0.286706922458248,0.176503416686078,0.155894764404799,0.648577591164163,0.449000414072187,0.366771763986283
" g__Mogibacterium",1.72,-0.0703112076513523,-0.238006215468332,1.22082828621836,0.895228877998193,0.801774122000553,0.673998383774213,0.988158251400258,0.963389783008802,0.8557327720488
" g__Bulleidia",1.72,0.56588432356688,0.3981893157499,1.85702381743659,0.659218411242403,0.384021614449941,0.405306737855204,0.912956755881156,0.714495757807588,0.644764779846795
" g__Atopobium",1.72,1.595093960844,1.42739895302702,2.88623345471371,0.240860941198229,0.0400236666080555,0.135533621096514,0.617198496558327,0.199581889621507,0.344167117881754
" g__Peptostreptococcus",1.72,1.47576936508539,1.30807435726841,2.7669088589551,0.28203429127117,0.0893235135619713,0.158807582982723,0.675913332958262,0.324364519426794,0.380350156468663
" g__Corynebacterium",1.72,0.57029120348271,0.402596195665731,1.86143069735242,0.592445037358375,0.454262205143641,0.315805365797925,0.927731658552993,0.821311699623942,0.571767972331517
" g__Mycoplasma",1.72,1.17496571566967,1.00727070785269,2.46610520953937,0.467790986944511,0.489907757632885,0.299106347585464,0.775691335545093,0.765836889016548,0.519010719629606
" g__Treponema",1.72,1.66967876969682,1.50198376187984,2.96081826356653,0.330604614472673,0.226070534202588,0.19948110598926,0.709057178404417,0.532331738819682,0.426214418416801
" g__Cardiobacterium",1.72,2.45837540647321,2.29068039865623,3.74951490034292,0.076531453427111,0.0835024118753899,0.0416053190543826,0.340362838576304,0.31020335521867,0.18042432493599
" g__Shuttleworthia",1.72,0.635473172302417,0.467778164485438,1.92661266617213,0.679691068545878,0.708487418276946,0.467439359459317,0.915326336845192,0.92183381799195,0.688695716122843
" g__Schwartzia",1.72,3.78178508150897,3.61409007369199,5.07292457537868,0.0173175775404415,0.00538347354170047,0.00959139383753707,0.09783203118613,0.0397738206053435,0.0520742233565009
" g__TG5",1.72,1.58938415146976,1.42168914365278,2.88052364533947,0.368088458106337,0.341466864730024,0.231168342514049,0.701843209154527,0.638185948029414,0.446763137208025
" g__Lachnoanaerobaculum",1.72,1.3736750756455,1.20598006782852,2.66481456951521,0.316451866355368,0.150166206197477,0.180411294798921,0.691703987411817,0.419830950282102,0.399752566524193
"other",1.72,0.0805162460795823,-0.0871787617373969,1.37165573994929,1,1,0.602664734482915,1,1,0.867910217574646
" g__Streptococcus",1.73,-0.699716598188863,-0.857411606005843,0.601422895680847,1,1,0.968863873242503,1,1,0.999840800478913
" g__Haemophilus",1.73,-0.584401480959774,-0.742096488776753,0.716738012909936,1,1,0.999431493660633,1,1,0.999972712650718
" g__Neisseria",1.73,-0.555315020343859,-0.713010028160838,0.745824473525851,0.997098485716481,1,0.880247836212714,1,1,0.979222953295285
" g__Veillonella",1.73,0.522464474133095,0.364769466316115,1.8236039680028,0.328115747861929,0.150789507064105,0.164070846376728,0.766633034821118,0.425905000247259,0.395680848227808
" g__Porphyromonas",1.73,-0.00291593670694823,-0.160610944523928,1.29822355716276,0.999988059258634,1,0.630455565458615,1,1,0.875313902031207
" g__Prevotella",1.73,0.426406480549995,0.268711472733016,1.72754597441971,0.675694901626971,0.79067480952423,0.343491204153489,0.999368686409794,0.999929415765625,0.610646841011346
" g__Fusobacterium",1.73,0.969930791636672,0.812235783819693,2.27107028550638,0.017905186157124,0.00763737000303736,0.00895263795978172,0.139110426931898,0.0592942656059699,0.0698635318376636
" g__Aggregatibacter",1.73,0.152616452056728,-0.00507855576025129,1.45375594592644,0.906061207610377,0.843375066183743,0.669861479381684,0.997724812221616,0.999026071103726,0.871065510542094
" g__Abiotrophia",1.73,-0.596727789048783,-0.754422796865763,0.704411704820927,0.99001387718517,0.999175564216959,0.822284675548064,0.999964202573206,1,0.951260347895661
" g__Actinobacillus",1.73,-2.02757972613761,-2.18527473395459,-0.726440232267904,0.630392380954616,0.710656080635071,0.403913967456937,1,1,0.99592117375004
" g__Rothia",1.73,-0.143443994656474,-0.301139002473453,1.15769549921324,1,1,0.775153827794497,1,1,0.9481891000316
" g__[Prevotella]",1.73,-0.980296983208654,-1.13799199102563,0.320842510661056,1,1,0.743049302667121,1,1,0.932527552432276
" g__Capnocytophaga",1.73,0.926817140366975,0.769122132549996,2.22795663423669,0.0746006668433614,0.136747108053217,0.0373045608978358,0.364209176926403,0.400825053485477,0.184576798030299
" g__Leptotrichia",1.73,1.38451403511331,1.22681902729633,2.68565352898302,0.000944433090318029,0.00122554043395094,0.000472219505890179,0.0127370428201405,0.0146944721082427,0.0063848796239597
" g__Campylobacter",1.73,1.58198839996363,1.42429339214665,2.88312789383334,0.000915784351547547,0.000960714692422423,0.000457906676578682,0.0124526167102216,0.0123781040662464,0.00624213803182089
" g__Lautropia",1.73,-0.554016211149165,-0.711711218966144,0.747123282720545,0.999393553127284,1,0.894590450304888,1,1,0.982582183543177
" g__Actinomyces",1.73,0.654295393850814,0.496600386033834,1.95543488772052,0.141117054527023,0.161748393159191,0.0705593350254353,0.499852446868809,0.438512116019296,0.254715342371209
" g__Oribacterium",1.73,0.975531638158469,0.817836630341489,2.27667113202818,0.220352439158911,0.185983966101439,0.111006922564314,0.624999947186343,0.471538084810771,0.323049777225598
" g__Kingella",1.73,1.0532079935983,0.895512985781319,2.35434748746801,0.529572956548657,0.591471234774437,0.328557712920103,0.864657786886278,0.907346218808176,0.571154185244316
" g__Catonella",1.73,0.555888445324944,0.398193437507965,1.85702793919465,0.602423698814956,0.566052733708381,0.336254064687982,0.896159770378679,0.875823923443536,0.581451898556929
" g__Selenomonas",1.73,3.64465181057871,3.48695680276173,4.94579130444842,0.000440877736989236,2.75754129992496e-06,0.000233312826085682,0.0069135629937564,0.000103829742307847,0.00356402176533817
" g__Dialister",1.73,0.803940350457549,0.64624534264057,2.10507984432726,0.617767307773202,0.419310636685386,0.388638129030837,0.910967000963159,0.771077281724039,0.632475489916343
" g__Moryella",1.73,1.46133340776992,1.30363839995294,2.76247290163963,0.222172568790926,0.0335352482219558,0.121152981113722,0.576501742206678,0.177193581143234,0.317130447816632
" g__Parvimonas",1.73,-0.200888990222825,-0.358583998039805,1.10025050364688,0.926901677827287,0.899794243947968,0.722701832306414,0.995349122854446,0.994649317946602,0.88712212076494
" g__Tannerella",1.73,1.25427834488454,1.09658333706756,2.55541783875425,0.278002704760274,0.166601157409244,0.152299781626244,0.636483280275615,0.429677101685274,0.359577280896095
" g__Mogibacterium",1.73,-0.0717440255362707,-0.22943903335325,1.22939546833344,0.893690280928955,0.797750283518649,0.671178824800124,0.98832012370293,0.960911833769934,0.851328565988545
" g__Bulleidia",1.73,0.557015518573881,0.399320510756901,1.85815501244359,0.651467395542701,0.37969130760363,0.399074991837338,0.907773584274133,0.705612908775701,0.633212334191864
" g__Atopobium",1.73,1.57961541348499,1.42192040566801,2.8807549073547,0.239234019525243,0.0397424007594059,0.133081735242123,0.616241859273163,0.197206807876994,0.340181251354977
" g__Peptostreptococcus",1.73,1.50513083290415,1.34743582508717,2.80627032677386,0.283937109672053,0.0859292738131084,0.161596536452458,0.665037036430018,0.311290159326502,0.376939383083209
" g__Corynebacterium",1.73,0.558613476048564,0.400918468231585,1.85975296991827,0.591377757202252,0.438104413494508,0.316393361499343,0.916361833020379,0.803591745943357,0.567973284347111
" g__Mycoplasma",1.73,1.17515279225505,1.01745778443807,2.47629228612476,0.462439234483384,0.478775482740337,0.29401151784419,0.769101760351658,0.750146571383221,0.513036463783509
" g__Treponema",1.73,1.69583754100475,1.53814253318777,2.99697703487446,0.325944768835946,0.217144173610455,0.19671523951537,0.693896087287815,0.514116789220347,0.417770010184625
" g__Cardiobacterium",1.73,2.47928220496441,2.32158719714743,3.78042169883412,0.0774283399761517,0.0806995862600009,0.0420963657817956,0.337162541974931,0.300464514299908,0.178801568380529
" g__Shuttleworthia",1.73,0.61285498693971,0.455159979122731,1.91399448080942,0.684782210618856,0.710417626866849,0.469714695086435,0.913809935450723,0.91986005949925,0.690307804183123
