"","colour","linetype","x","y","ymin","ymax","se","flipped_aes","PANEL","group","fill","linewidth","weight","alpha"
"330","#1f77b4","dashed",46.5822784810127,0.0221496561679369,0.0163691842495595,0.0279301280863142,0.00231222383815517,FALSE,"1",5,"grey60",1.5,1,0
"331","#1f77b4","dashed",50.2025316455696,0.0242293282260981,0.0182837306243668,0.0301749258278294,0.00237827511333373,FALSE,"1",5,"grey60",1.5,1,0
"332","#1f77b4","dashed",53.8227848101266,0.0264217869544092,0.0203138287582254,0.032529745150593,0.00244322033617562,FALSE,"1",5,"grey60",1.5,1,0
"333","#1f77b4","dashed",57.4430379746835,0.0287492494836981,0.0225082922242343,0.0349902067431619,0.00249642076840859,FALSE,"1",5,"grey60",1.5,1,0
"334","#1f77b4","dashed",61.0632911392405,0.031180351006431,0.0248282785589087,0.0375324234539533,0.00254086751778092,FALSE,"1",5,"grey60",1.5,1,0
"335","#1f77b4","dashed",64.6835443037975,0.033683726715074,0.027234858700828,0.04013259472932,0.00257958633174052,FALSE,"1",5,"grey60",1.5,1,0
"336","#1f77b4","dashed",68.3037974683544,0.0362280118020934,0.0296932319842694,0.0427627916199174,0.00261395157440876,FALSE,"1",5,"grey60",1.5,1,0
"337","#1f77b4","dashed",71.9240506329114,0.0388297922479593,0.0322377789260394,0.0454218055698792,0.00263684532328953,FALSE,"1",5,"grey60",1.5,1,0
"338","#1f77b4","dashed",75.5443037974684,0.0416956317875697,0.0351419769644951,0.0482492866106442,0.00262150169102585,FALSE,"1",5,"grey60",1.5,1,0
"339","#1f77b4","dashed",79.1645569620253,0.0447910659373545,0.0383150337735905,0.0512670981011185,0.00259045215635582,FALSE,"1",5,"grey60",1.5,1,0
"340","#1f77b4","dashed",82.7848101265823,0.0480428307907529,0.0416130796011497,0.0544725819803562,0.00257193948589939,FALSE,"1",5,"grey60",1.5,1,0
"341","#1f77b4","dashed",86.4050632911392,0.051377662441204,0.044916167065641,0.0578391578167669,0.00258463735287899,FALSE,"1",5,"grey60",1.5,1,0
"342","#1f77b4","dashed",90.0253164556962,0.0547222969821467,0.048144968521819,0.0612996254424744,0.00263097128955787,FALSE,"1",5,"grey60",1.5,1,0
"343","#1f77b4","dashed",93.6455696202532,0.0580034705070202,0.051262968162823,0.0647439728512173,0.00269624183310082,FALSE,"1",5,"grey60",1.5,1,0
"344","#1f77b4","dashed",97.2658227848101,0.0611479191092635,0.0542633074687096,0.0680325307498175,0.00275388642597162,FALSE,"1",5,"grey60",1.5,1,0
"345","#1f77b4","dashed",100.886075949367,0.0640928093470822,0.0571576525262912,0.0710279661678731,0.00277410480472998,FALSE,"1",5,"grey60",1.5,1,0
"346","#1f77b4","dashed",104.506329113924,0.0670135884954095,0.0601198291602489,0.0739073478305702,0.00275754555931444,FALSE,"1",5,"grey60",1.5,1,0
"347","#1f77b4","dashed",108.126582278481,0.0699721353286122,0.0631259284100639,0.0768183422471605,0.0027385243041634,FALSE,"1",5,"grey60",1.5,1,0
"348","#1f77b4","dashed",111.746835443038,0.0729347773556905,0.0660851399322059,0.079784414779175,0.00273989652695116,FALSE,"1",5,"grey60",1.5,1,0
"349","#1f77b4","dashed",115.367088607595,0.0758678420856447,0.0689694665871704,0.082766217584119,0.00275939205264672,FALSE,"1",5,"grey60",1.5,1,0
"350","#1f77b4","dashed",118.987341772152,0.0787376570274752,0.0718117217118105,0.0856635923431399,0.00277041614673154,FALSE,"1",5,"grey60",1.5,1,0
"351","#1f77b4","dashed",122.607594936709,0.0815249862852599,0.0746707085470802,0.0883792640234397,0.00274175268098258,FALSE,"1",5,"grey60",1.5,1,0
"352","#1f77b4","dashed",126.227848101266,0.0842561747399519,0.0775439729521429,0.0909683765277609,0.00268492143884274,FALSE,"1",5,"grey60",1.5,1,0
"353","#1f77b4","dashed",129.848101265823,0.0869417041288684,0.0803674751956385,0.0935159330620983,0.00262973145991355,FALSE,"1",5,"grey60",1.5,1,0
"354","#1f77b4","dashed",133.46835443038,0.089590433565727,0.083088884648703,0.096091982482751,0.00260065901247296,FALSE,"1",5,"grey60",1.5,1,0
"355","#1f77b4","dashed",137.088607594937,0.0922112221642452,0.0856896878117596,0.0987327565167307,0.00260865330791156,FALSE,"1",5,"grey60",1.5,1,0
"356","#1f77b4","dashed",140.708860759494,0.0948129290381404,0.0881958036134414,0.10143005446284,0.00264689031675929,FALSE,"1",5,"grey60",1.5,1,0
"357","#1f77b4","dashed",144.329113924051,0.0974044133011303,0.0906714321326691,0.104137394469592,0.00269323331717461,FALSE,"1",5,"grey60",1.5,1,0
"358","#1f77b4","dashed",147.949367088608,0.0999945340669324,0.093200183341686,0.106788884792179,0.00271778151222498,FALSE,"1",5,"grey60",1.5,1,0
"359","#1f77b4","dashed",151.569620253165,0.102596558295446,0.09587036107331,0.109322755517582,0.0026905196974856,FALSE,"1",5,"grey60",1.5,1,0
